Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2160	-47.31765	-90.52731	43.20967	0.00709682	0.0075537	0.00771461	0.0015047	0.0103234	0.000358895	0.00693027	0.00104351	0.00146388	0.00205451	0.00155314	0.00582879	0.000139886	0.0163954	0.00129642	0.00310046	0.00294113	0.00731597	0.00182211	0.000978275	0.00271159	0.00525663	0.0101287	0.00888813	0.00510634	0.00721773	0.00390124	0.0103542	0.00583805	0.00178352	0.0097057	0.0014475	0.00232425	0.00238889	0.0130927	0.116359	1.36818	1.661747	0.3382531	0.148686	0.394742	0.748268	1.33642	2.5333	6.7256	1.378112	0.2035527	0.0354361	0.0399683	0.0425414	0.0434476	0.00847425	0.0581398	0.00202125	0.0390304	0.00587692	0.00824439	0.0115707	0.00874706	0.032827	0.00078782	0.0923368	0.00730126	0.0174614	0.0165641	0.0412026	0.0102619	0.00550951	0.0152713	0.0296047	0.0570437	0.0500568	0.0287582	0.0406493	0.0219713	0.0583132	0.0328791	0.0100445	0.0546612	0.00815211	0.0130899	0.0134539	0.0737364	0.626426	0.373574	0.6264264	0.177561
2196	-45.02259	-89.08268	44.0601	0.00751281	0.0331584	0.0141806	0.00900108	0.0651314	0.00193286	0.0107151	0.0237072	0.0049136	0.0171483	0.00965773	0.0674889	0.00226781	0.0364855	0.0131634	0.00629556	0.0270897	0.00390617	0.00351947	0.0147972	0.0151915	0.00679026	0.0264442	0.0163137	0.0150828	0.00311427	0.0130803	0.0350406	0.00597463	0.00937424	0.03602	0.0222151	0.00508225	0.0225408	0.00168142	0.251468	1.31189	1.522884	0.4771163	0.576008	0.764118	0.919492	1.08756	1.3087	1.73609	0.3988695	0.3132979	0.07986829	0.012397	0.0547152	0.0233997	0.0148528	0.107474	0.00318944	0.0176811	0.0391196	0.00810799	0.0282967	0.0159363	0.111364	0.00374215	0.0602052	0.0217211	0.0103884	0.0447011	0.00644562	0.00580753	0.024417	0.0250677	0.0112047	0.043636	0.0269195	0.0248883	0.00513891	0.0215839	0.057821	0.00985881	0.0154686	0.0594372	0.0366574	0.00838629	0.0371949	0.00277453	0.847268	0.152732	0.8472682	0.6060189
2232	-62.67263	-104.2592	41.58656	0.00891998	0.00350598	0.0266376	0.0405748	0.017878	0.004118	0.0202339	0.0565764	0.00269343	0.090889	0.00227286	0.0107981	0.00560998	0.0425654	0.00626664	0.0163723	0.00985534	0.000266488	0.0325717	0.00791427	0.038941	0.00140264	0.0110346	0.0309646	0.00289646	0.0123534	0.0396078	0.0203115	0.0177323	0.0380798	0.037451	0.0142523	0.0396582	0.00298736	0.0352462	1.28772	0.880115	1.032927	0.9670726	0.432269	0.664288	0.880194	1.13611	1.50537	2.31337	0.6064425	0.9362446	0.6096379	0.0119022	0.00467814	0.0355433	0.0541402	0.0238552	0.00549478	0.0269987	0.0754917	0.00359393	0.121276	0.00303274	0.0144082	0.00748557	0.0567964	0.00836177	0.0218461	0.0131503	0.000355583	0.0434614	0.0105603	0.0519601	0.00187159	0.0147238	0.041317	0.00386483	0.0164836	0.0528499	0.0271023	0.0236608	0.050811	0.049972	0.0190172	0.0529172	0.00398613	0.0470301	0.944177	0.0558227	0.9441773	0.7494395
2268	-46.12552	-87.02484	40.89932	0.00139796	0.0103171	0.00468878	0.00112491	0.00536445	0.01016	0.00314352	0.00439368	0.0123328	0.00790203	0.000808184	0.00958441	0.00993705	0.0156156	0.00313069	0.0215393	0.00185088	0.00512631	0.00309516	0.00246116	0.00466415	0.00037737	0.01208	0.00198746	0.00791329	0.00383985	0.00573737	0.0161661	0.000591832	0.000126807	0.0188243	0.00295917	0.0234463	0.00970653	0.002548	0.0144501	1.41065	0.4751709	1.524829	0.232886	0.491308	0.801139	1.24822	2.03538	4.29395	1.053662	3.209012	0.004268169	0.00570729	0.0421206	0.0191424	0.00459257	0.0219009	0.041479	0.0128337	0.0179376	0.0503496	0.0322608	0.00329949	0.0391292	0.040569	0.0637521	0.0127813	0.0879361	0.00755639	0.0209287	0.0126363	0.0100479	0.0190418	0.00154065	0.0493176	0.00811397	0.0323067	0.0156765	0.0234234	0.0659997	0.00241621	0.000517701	0.0768518	0.0120811	0.0957216	0.0396278	0.0104024	0.908883	0.0911168	0.9088832	0.2449423
2304	-50.89202	-93.32814	42.43612	0.000279616	0.0276616	0.0107094	0.00170996	0.0101252	0.0124294	0.0120799	0.00494723	0.0117655	0.0135506	0.00938252	0.00760604	0.0121968	0.0144668	0.0253962	0.00591834	0.00687606	0.00537698	0.00236753	0.0120198	0.00727762	0.00404657	0.00802231	0.000116058	0.0135694	0.0237283	0.013539	0.00198162	0.0665029	0.00299409	0.00218552	0.0192765	0.0288503	0.0265068	0.00679617	0.643262	1.14864	1.377952	0.6220478	0.185508	0.439722	0.773888	1.29218	2.27416	5.39061	1.218124	0.4514292	0.2333417	0.000646871	0.0639931	0.0247754	0.00395588	0.023424	0.0287545	0.0279459	0.0114451	0.0272187	0.0313484	0.0217058	0.017596	0.0282164	0.0334679	0.0587524	0.0136917	0.0159073	0.0124393	0.0054771	0.027807	0.0168363	0.00936145	0.0185591	0.000268493	0.0313919	0.0548938	0.0313215	0.00458434	0.15385	0.00692662	0.00505605	0.0445948	0.0667432	0.0613216	0.0157225	0.781454	0.218546	0.7814544	0.4322588
2340	-44.81463	-89.64523	44.83061	0.00128401	0.0392681	0.00401672	0.00160934	0.049065	0.0124043	0.0028366	0.021168	0.00184661	0.0590881	0.012782	0.0107309	0.00466683	0.00644484	0.0103658	0.00884714	0.00199329	0.00102621	0.0315012	0.00561542	0.0129431	0.00893856	0.014475	0.00832321	0.0182532	0.0499153	0.0179983	0.0065347	0.0460909	0.00783286	0.051356	0.0333133	0.00900089	0.0550238	0.00963824	0.259683	1.30847	1.907807	0.09219284	0.50516	0.71674	0.901313	1.10949	1.39521	1.97957	0.4937695	0.04832398	0.08269336	0.00201826	0.0617231	0.00631364	0.00252962	0.0771223	0.0194975	0.00445868	0.0332726	0.00290258	0.0928769	0.0200913	0.0168672	0.00733551	0.0101302	0.0162934	0.0139063	0.00313312	0.00161304	0.0495149	0.00882653	0.0203445	0.01405	0.0227523	0.0130827	0.0286911	0.0784587	0.0282903	0.0102715	0.0724475	0.012312	0.0807233	0.0523632	0.0141479	0.0864884	0.0151498	0.850248	0.149752	0.8502481	0.6361977
2376	-53.67728	-96.34473	42.66745	0.000953076	0.0144702	0.00506701	0.0015745	0.00459971	0.00464615	0.000122693	0.013548	0.00778637	0.0109299	0.0208258	0.00388146	0.00294095	0.0049526	0.000864962	0.010278	0.00939954	0.000950186	0.00474178	0.0130114	0.00532993	0.00704761	0.00865499	0.00634536	0.0128801	0.00456414	0.0133416	0.000790194	0.0377574	0.00300252	0.0215437	0.0235893	0.0507028	0.0133124	0.00675224	1.84874	0.646357	1.723936	0.2760637	0.690811	0.83494	0.945274	1.05789	1.19769	1.44757	0.2674548	0.1601357	1.191771	0.00271409	0.041207	0.0144294	0.00448372	0.0130987	0.0132309	0.000349394	0.0385808	0.0221734	0.0311252	0.0593059	0.0110533	0.008375	0.0141036	0.00246317	0.029269	0.0267672	0.00270586	0.0135032	0.0370527	0.0151781	0.0200696	0.024647	0.0180698	0.036679	0.0129974	0.0379931	0.00225025	0.107522	0.00855032	0.0613503	0.0671756	0.144387	0.0379099	0.0192285	0.927804	0.0721961	0.9278039	0.3511584
2412	-51.80967	-95.22106	43.41139	0.00469608	0.00646551	0.005998	0.0112824	0.0143869	0.00415963	8.15684e-05	0.00872619	0.0049878	0.00491537	0.0057824	0.000576032	0.0170334	0.015048	0.00303281	0.00299817	0.00963166	9.45856e-05	0.00290459	0.00165683	0.0103598	0.000423256	0.0182538	0.00980619	0.00193234	0.000875153	0.00770706	0.00254711	0.0135041	0.000385987	0.00730274	0.0083289	0.0404932	0.00769869	0.0027106	0.683528	1.13186	1.813347	0.1866529	0.274215	0.532054	0.821303	1.21758	1.87951	3.64678	0.935538	0.1029328	0.2516235	0.0182879	0.0251785	0.0233579	0.0439367	0.0560265	0.0161988	0.00031765	0.0339822	0.0194239	0.0191418	0.0225183	0.00224323	0.066333	0.0586011	0.0118106	0.0116757	0.0375084	0.000368343	0.0113113	0.00645216	0.040344	0.00164828	0.0710854	0.0381881	0.00752509	0.00340809	0.0300135	0.00991916	0.0525886	0.00150314	0.0284389	0.0324351	0.157692	0.0299809	0.0105558	0.959341	0.0406594	0.9593406	0.2567868
2448	-45.11407	-88.47361	43.35955	0.00171556	0.0131463	0.000850221	0.00858597	0.0138489	0.00668837	0.0209524	0.00368224	0.00248407	0.00433805	0.000327981	0.000822325	0.0014517	0.0144444	0.00241056	0.00314901	0.00172596	0.000446229	0.0139206	0.00756872	0.00766022	0.0111692	0.0179141	0.00702829	0.0223458	0.00171979	0.00282713	0.000257228	0.00557557	0.00205689	0.00132686	0.00191151	0.0104883	0.00746791	0.00433776	0.0271997	1.40533	1.51412	0.4858803	0.235848	0.494346	0.802682	1.24582	2.02287	4.24002	1.044522	0.3208995	0.008064412	0.00756935	0.0580038	0.00375131	0.0378827	0.0611037	0.0295102	0.0924453	0.0162466	0.0109601	0.0191402	0.00144711	0.00362823	0.00640512	0.0637311	0.0106358	0.0138939	0.00761523	0.00196883	0.06142	0.0333944	0.0337981	0.0492804	0.0790401	0.0310099	0.0985932	0.00758799	0.0124738	0.00113493	0.0246003	0.00907532	0.00585432	0.00843391	0.046276	0.0329496	0.0191389	0.927061	0.0729388	0.9270612	0.2266462
2484	-46.44646	-90.42079	43.97433	0.00218958	0.0329271	0.000587877	0.0241002	0.0130356	0.00872467	0.00154202	0.00262791	0.00585196	0.0159213	0.00105989	0.000107113	0.0024491	0.0261861	0.00159234	0.010914	0.000292016	0.0233926	0.0159228	0.0111865	0.00350201	0.0018729	0.0226328	0.00630805	0.01313	0.00773324	0.00320616	0.00543085	0.00087194	0.00420894	0.000783809	0.0186918	0.0174481	0.0103504	0.00526765	0.446641	1.23057	1.603585	0.3964146	0.664484	0.819266	0.939702	1.06417	1.2206	1.50493	0.2955507	0.2472052	0.1512317	0.0067989	0.102243	0.00182542	0.0748338	0.0404771	0.0270911	0.00478816	0.00815996	0.018171	0.0494374	0.00329107	0.000332597	0.00760474	0.081311	0.00494441	0.0338892	0.000906742	0.0726368	0.0494422	0.0347353	0.0108741	0.00581556	0.0702774	0.0195872	0.0407701	0.0240126	0.00995548	0.0168634	0.00270747	0.0130693	0.00243382	0.0580401	0.0541782	0.0321392	0.0163566	0.617054	0.382946	0.6170536	0.3220493
2520	-43.99698	-88.69969	44.7027	0.00594684	0.0400269	0.000966815	0.0835494	0.0125023	0.0273875	0.00422927	0.00404682	0.0191325	0.0230975	0.00471943	0.00454629	0.0556774	0.15676	0.011881	0.000549824	0.0654359	0.0036029	0.0299493	0.0440084	0.058592	0.00982886	0.0745898	0.0204654	0.00219027	0.0074227	0.00316329	0.0224725	0.0247827	0.00484239	0.0186895	0.00972604	0.100569	0.00571871	0.000424194	0.0396722	1.40014	1.868135	0.1318653	0.477735	0.697491	0.89369	1.11896	1.43371	2.09321	0.5341306	0.07058663	0.01180605	0.006185	0.04163	0.00100553	0.0868954	0.013003	0.0284843	0.00439865	0.00420889	0.0198987	0.0240225	0.00490844	0.00472837	0.0579072	0.163038	0.0123569	0.000571844	0.0680565	0.00374719	0.0311488	0.0457709	0.0609386	0.0102225	0.077577	0.021285	0.00227799	0.00771997	0.00328997	0.0233725	0.0257752	0.00503632	0.0194379	0.0101156	0.104596	0.00594774	0.000441182	0.293383	0.706617	0.2933835	0.9614936
2556	-44.96215	-88.17987	43.21772	0.000652218	0.0171998	0.0098221	0.00716956	0.00152904	0.00937182	0.00183981	0.000392901	0.0168848	0.00617372	0.00821353	0.00548581	0.011508	0.0735435	0.0194414	0.0109587	0.000439276	0.0161594	0.00170498	0.0225009	0.00609238	0.00441719	0.0163757	0.00386676	0.00334506	0.00513806	0.00881864	0.00223107	0.00129261	0.0156601	0.0117916	0.00593977	0.0210701	0.0093077	0.00710443	0.211011	1.32875	1.394348	0.6056521	0.239078	0.497636	0.804345	1.24325	2.0095	4.18274	1.034687	0.4343622	0.06616865	0.00179456	0.0473247	0.0270252	0.0197268	0.0042071	0.0257863	0.00506217	0.00108106	0.0464581	0.0169868	0.0225993	0.015094	0.031664	0.202352	0.0534923	0.0301524	0.00120865	0.044462	0.0046912	0.0619104	0.016763	0.0121538	0.0450573	0.0106393	0.00920383	0.0141372	0.0242642	0.00613871	0.00355656	0.0430882	0.0324443	0.0163431	0.0579738	0.0256098	0.0195476	0.964616	0.0353842	0.9646158	0.3634425
2592	-42.0464	-86.90913	44.86273	0.00870419	0.040517	0.000992172	0.00900778	0.0108521	0.035944	0.000551437	0.00385474	0.00998025	0.0174223	0.0214248	0.00866966	0.0109369	0.0207152	0.00429623	0.000217684	0.000600647	0.00253288	0.0200148	0.0397455	0.00654393	0.00517088	0.0171403	0.000147746	0.0225956	0.0304015	0.0180631	0.0205308	0.00925287	0.0119065	0.0126636	0.0276889	0.0283246	0.00459647	0.0023812	0.182676	1.34055	1.775404	0.2245958	0.690783	0.834923	0.945269	1.0579	1.19771	1.44763	0.2674841	0.1265041	0.05677901	0.0179694	0.0836456	0.0020483	0.0185962	0.0224038	0.0742049	0.00113842	0.00795795	0.0206038	0.0359677	0.0442305	0.0178982	0.0225789	0.0427656	0.00886938	0.000449401	0.00124001	0.00522902	0.0413197	0.082053	0.0135097	0.0106751	0.0353855	0.000305016	0.0466477	0.0627626	0.0372906	0.042385	0.0191022	0.0245805	0.0261435	0.0571627	0.0584751	0.00948923	0.00491588	0.659087	0.340913	0.6590873	0.4843883
2628	-40.38027	-84.73631	44.35604	0.00173081	0.0218452	0.00154824	0.00473604	0.011031	0.0059685	0.00383853	0.000224127	0.0096628	0.00342284	0.00475502	0.0163111	0.00146447	0.0231146	0.0235449	0.000304452	0.00864931	0.0155303	0.000924932	0.0289529	0.0200625	0.0113846	0.0356432	0.000457904	0.0259993	0.029646	0.0107881	0.0189644	0.00152231	0.00788631	0.00950585	0.0367782	0.0249533	0.00592441	0.00463349	0.0233832	1.40692	1.763428	0.2365721	0.341267	0.591956	0.849099	1.17772	1.68932	2.93025	0.7773636	0.1341547	0.006925051	0.0040092	0.0506016	0.00358629	0.0109704	0.0255518	0.0138252	0.00889147	0.000519161	0.0223826	0.00792857	0.0110144	0.0377825	0.00339224	0.0535421	0.0545386	0.000705224	0.020035	0.0359738	0.00214249	0.0670657	0.0464721	0.026371	0.0825629	0.00106068	0.0602241	0.0686711	0.0249892	0.0439286	0.00352624	0.0182676	0.0220191	0.0851919	0.057801	0.0137231	0.0107329	0.856824	0.143176	0.8568236	0.4317099
2664	-55.537	-99.17903	43.64204	0.0364334	0.0309907	0.0547506	0.0292506	0.0387548	0.00787514	0.0324121	0.031362	0.0393629	0.0140487	0.00194058	0.00195625	0.00875985	0.0440847	0.00387553	0.00260885	0.0527059	0.0230819	0.031702	0.00182346	0.0200978	0.0907762	0.0272579	0.0234551	0.00487005	0.00383447	0.0291069	0.000496832	0.00852667	0.0281135	0.0375078	0.00912789	0.0295192	0.00701743	0.0436701	0.259305	1.30862	1.414479	0.5855215	0.539268	0.739947	0.910318	1.09852	1.35145	1.85436	0.4465256	0.4139487	0.08256284	0.0428045	0.0364101	0.0643249	0.0343656	0.0455319	0.00925227	0.03808	0.0368463	0.0462463	0.0165054	0.00227993	0.00229834	0.0102917	0.0517938	0.00455325	0.00306506	0.0619225	0.0271183	0.0372458	0.00214233	0.0236123	0.10665	0.0320245	0.0275567	0.00572167	0.004505	0.0341969	0.000583714	0.0100177	0.0330297	0.0440668	0.0107241	0.0346813	0.00824457	0.0513067	0.871259	0.128741	0.8712588	0.851158
2700	-52.98073	-96.8484	43.86767	0.0137423	0.0352856	0.0285671	0.00819039	0.0359692	0.000687712	0.0280509	0.00257318	0.032255	0.00237522	0.0199593	0.00646784	0.00206169	0.0457368	0.0219666	0.0114161	0.00819783	0.012322	0.0301178	0.0150334	0.00516593	0.0442912	0.00409681	0.0292402	0.00893563	0.0106696	0.00145294	0.0132558	0.0587143	0.0658418	0.00973328	0.0294401	0.0801327	0.0393442	0.00675244	0.0217292	1.40761	1.211979	0.7880213	0.928725	0.96458	0.988812	1.01131	1.03672	1.07675	0.05346597	0.650194	0.006432059	0.0178927	0.0459423	0.0371947	0.010664	0.0468323	0.000895408	0.0365226	0.0033503	0.0419963	0.00309257	0.0259872	0.00842119	0.00268434	0.0595498	0.0286007	0.0148639	0.0106737	0.0160433	0.0392136	0.0195737	0.0067261	0.0576675	0.00533409	0.0380711	0.0116343	0.013892	0.00189175	0.0172592	0.0764467	0.0857267	0.0126728	0.0383313	0.104334	0.0512266	0.00879174	0.866825	0.133175	0.8668248	0.768043
2736	-42.57321	-86.29581	43.7226	0.00848537	0.00646148	0.00489466	0.00193478	0.0149583	0.00542067	0.00428187	0.0105715	0.0103075	0.0105558	0.00239214	0.00595605	0.000352009	0.0584541	0.0165323	0.00199617	0.000436015	0.00248349	0.00963274	0.00619479	0.0190015	0.00985124	0.00146723	0.0170988	0.00303341	0.00130235	0.00413862	0.00740841	0.0252342	0.0097737	0.0107276	0.0043313	0.0169619	0.00894347	0.000895584	0.202852	1.33215	1.36134	0.6386597	0.541379	0.741358	0.910859	1.09786	1.34888	1.84713	0.4437007	0.4691403	0.06344771	0.0263136	0.0200374	0.0151786	0.00599986	0.0463866	0.0168098	0.0132783	0.0327827	0.0319642	0.0327341	0.00741815	0.01847	0.0010916	0.181269	0.0512675	0.00619022	0.00135211	0.00770143	0.0298716	0.0192104	0.0589247	0.0305492	0.00454996	0.0530245	0.00940677	0.00403866	0.0128341	0.0229739	0.0782525	0.0303088	0.0332669	0.0134316	0.0525997	0.0277342	0.00277726	0.960747	0.0392529	0.9607471	0.322471
2772	-58.96839	-101.5132	42.54484	0.00423846	0.0200851	0.00733136	0.0161762	0.0272405	0.0123167	0.0299882	0.00733632	0.00822129	0.000541519	0.0292916	0.00174774	0.0163404	0.0444456	0.00824664	0.00531576	0.0178648	0.00720319	0.00219246	0.0431108	0.00863863	0.0267225	0.0178508	0.0292904	0.0146009	0.000812602	0.0302072	0.0043761	0.0283483	0.0559782	0.0349683	0.00779548	0.0332397	0.0107858	0.00398154	0.665875	1.13922	1.056495	0.9435052	0.52666	0.731458	0.907047	1.10248	1.36713	1.89876	0.4636319	0.8930524	0.2435424	0.00687134	0.0325618	0.0118855	0.0262247	0.0441621	0.0199678	0.0486166	0.0118936	0.0133283	0.000877905	0.0474872	0.00283342	0.026491	0.0720548	0.0133694	0.00861785	0.0289622	0.0116777	0.0035544	0.0698908	0.0140049	0.0433223	0.0289395	0.0474852	0.0236708	0.00131738	0.0489716	0.00709449	0.0459579	0.0907513	0.0566902	0.012638	0.0538878	0.0174858	0.00645483	0.38234	0.61766	0.3823404	0.6168312
2808	-57.32496	-100.0459	42.72097	0.0151772	0.00610267	0.0173869	0.0438412	0.0425424	0.0243341	0.0526931	0.00931997	0.0152709	0.00929142	0.0139962	0.00104387	0.00957798	0.0641448	0.00104777	0.0369492	0.00130737	0.0190104	0.0214155	0.0312832	0.0266751	0.0182001	0.00514161	0.0259094	0.00613374	0.00666106	0.0188696	0.00554312	0.0492487	0.026099	0.0232322	0.0499064	0.0629915	0.020903	0.00876855	1.02587	0.989219	1.329595	0.6704051	0.668491	0.821672	0.940562	1.06319	1.21703	1.49591	0.2912029	0.5042176	0.4321063	0.0192112	0.00772471	0.0220082	0.0554938	0.0538498	0.0308019	0.0666985	0.0117971	0.0193298	0.011761	0.0177163	0.00132132	0.0121237	0.0811939	0.00132626	0.04677	0.00165485	0.0240632	0.0271075	0.039598	0.0337651	0.0230376	0.00650821	0.0327959	0.00776404	0.00843151	0.023885	0.00701644	0.0623386	0.033036	0.0294072	0.0631711	0.0797341	0.0264589	0.0110992	0.797518	0.202482	0.7975181	0.7900193
2844	-52.87757	-96.68563	43.80805	0.0117066	0.0115267	0.0421987	0.0183721	0.0375495	0.00107895	0.0186689	0.0215039	0.0335784	0.00688665	0.0404984	0.0816739	0.0420595	0.0642427	0.000297152	0.00587737	0.00875043	0.0344153	0.0119915	0.00553755	0.00759643	0.00316587	0.02023	0.0190559	0.0122818	0.00382024	0.00798019	0.0324547	0.0300859	0.0487611	0.0380417	0.0703669	0.0575018	0.00115756	0.0464532	0.0515078	1.39521	1.700885	0.2991153	0.219557	0.477387	0.793987	1.25947	2.09473	4.55463	1.096276	0.1758587	0.01538239	0.0130455	0.012845	0.047025	0.0204734	0.041844	0.00120235	0.0208041	0.0239633	0.0374188	0.00767429	0.0451303	0.091015	0.0468699	0.0715902	0.000331137	0.00654957	0.00975123	0.0383514	0.013363	0.00617088	0.00846524	0.00352795	0.0225437	0.0212353	0.0136865	0.00425716	0.00889289	0.0361665	0.0335268	0.0543379	0.0423925	0.0784148	0.0640784	0.00128995	0.0517661	0.829176	0.170824	0.8291755	0.8973675
2880	-51.31151	-95.13693	43.82542	0.00197027	0.0132388	0.00688145	0.00178705	0.0075902	0.00296009	0.0129439	0.0170175	0.00340586	0.0256305	0.0241194	0.00688751	0.0101777	0.0199521	0.00520859	0.000380282	0.00804518	0.0117425	0.0410943	2.62286e-05	0.0204719	0.0110166	0.0399798	0.0123311	0.0207038	0.0219328	0.0207145	0.00108793	0.00920592	0.0309582	0.0418193	0.0221691	0.0476274	0.0123234	0.0112391	0.517397	1.20108	1.698286	0.3017144	0.417311	0.652976	0.87549	1.14222	1.53145	2.3963	0.6319076	0.1776582	0.1794897	0.00361757	0.0243074	0.0126349	0.00328115	0.0139362	0.00543494	0.023766	0.0312454	0.00625341	0.0470595	0.044285	0.012646	0.018687	0.0366335	0.00956337	0.000698225	0.0147716	0.0215602	0.0754522	4.81576e-05	0.0375879	0.0202272	0.0734059	0.0226408	0.0380138	0.0402702	0.0380333	0.00199752	0.0169028	0.0568415	0.0767834	0.0407042	0.0874475	0.0226267	0.0206358	0.685254	0.314746	0.6852541	0.5446402
2916	-41.61286	-85.00769	43.39483	0.00533091	0.0351731	0.00280086	0.00858131	0.00619955	0.00267424	0.00527384	0.0222384	0.0077795	0.00661004	0.00466806	0.00211724	0.0211663	0.0211647	0.00672169	0.00644205	0.00601699	0.0250293	0.0224289	0.000960042	0.0785169	0.0157274	0.0377578	0.00876693	0.0254978	0.0148533	0.0240192	0.000182793	0.0217746	0.0276552	0.000701264	0.0314737	0.0420689	0.0047688	0.0267534	0.342455	1.27398	1.307353	0.6926471	0.483068	0.701278	0.895201	1.11707	1.42597	2.0701	0.5261034	0.5298089	0.1120034	0.00919289	0.0606542	0.00482995	0.014798	0.0106908	0.0046116	0.00909448	0.0383491	0.0134154	0.0113987	0.00804983	0.00365107	0.0365001	0.0364975	0.0115912	0.011109	0.010376	0.0431619	0.0386775	0.00165554	0.135398	0.0271212	0.0651114	0.0151181	0.0439697	0.0256137	0.0414199	0.000315218	0.0375493	0.04769	0.00120929	0.0542748	0.0725457	0.00822356	0.0461349	0.909083	0.0909171	0.9090829	0.579895
2952	-43.90461	-86.9195	43.01488	0.0195051	0.00771783	0.00671078	0.00756907	0.00614239	0.00440488	0.00348504	0.000268194	0.00379328	0.016624	0.00900676	0.00126653	0.0138105	0.018123	0.00855853	0.000316646	0.00290288	0.00207525	0.00111971	0.00793585	0.0188667	0.00291132	0.0042865	0.00891111	0.00680562	0.000833396	0.00791112	0.00572855	0.011624	0.00674375	0.00347081	0.0218787	0.0148265	0.00322266	0.00908022	0.478002	1.2175	1.504805	0.495195	0.27194	0.529896	0.820262	1.21912	1.88716	3.67728	0.9415617	0.3290759	0.1635874	0.0726617	0.028751	0.0249995	0.0281968	0.022882	0.0164094	0.0129827	0.000999094	0.014131	0.0619288	0.0335526	0.00471818	0.0514479	0.0675129	0.0318828	0.00117959	0.010814	0.00773085	0.00417122	0.0295632	0.0702836	0.0108454	0.0159683	0.0331963	0.0253527	0.00310462	0.029471	0.0213404	0.0433024	0.0251223	0.0129297	0.0815039	0.0552328	0.0120053	0.0338263	0.816189	0.183811	0.8161893	0.2684371
2988	-53.80558	-96.71112	42.90555	0.0104525	0.0972606	0.0576948	0.0161749	0.0208182	0.0592869	0.00691416	0.0313551	0.00417455	0.0311805	0.0321639	0.0105603	0.0106754	0.0894975	0.00246723	0.000851042	0.0121572	0.0368637	0.0584479	0.0473281	0.0790482	0.120501	0.0359545	0.01817	0.0386008	0.0203222	0.00172186	0.0117651	0.076738	0.0468925	0.109367	0.0220357	0.0147803	0.00818166	0.0714294	0.641556	1.14935	1.394144	0.6058555	0.83302	0.914752	0.972585	1.02819	1.09319	1.20045	0.1321028	0.4345716	0.2325787	0.00796784	0.074141	0.0439803	0.01233	0.0158696	0.0451939	0.00527061	0.0239018	0.00318223	0.0237687	0.0245183	0.00805005	0.00813781	0.0682233	0.00188075	0.000648743	0.00926734	0.0281009	0.0445544	0.0360779	0.0602578	0.0918567	0.0274078	0.0138509	0.0294251	0.0154915	0.00131256	0.00896846	0.0584968	0.0357458	0.0833698	0.0167977	0.0112669	0.00623682	0.0544501	0.821163	0.178837	0.8211626	1.311833
