Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-44.20629	-88.05308	43.84679	0.0014323	0.00573027	0.00545416	0.00415869	0.0128435	0.000468491	0.0107206	0.00367653	0.00572505	0.0379554	0.0211071	0.00557145	0.00727915	0.0371615	0.00360982	0.00349677	0.00415429	0.00700284	0.000393061	0.0321241	0.000529246	0.02051	0.00277358	0.0212259	0.0201287	0.0123547	0.0401896	0.0221675	0.00114502	0.00452377	0.00729622	0.0353745	0.00013307	0.0166617	0.0139894	0.902664	1.04056	1.633469	0.3665306	0.995793	0.997946	0.999359	1.00064	1.00206	1.00422	0.003048381	0.2243878	0.3614507	0.00333816	0.0133552	0.0127116	0.00969239	0.0299336	0.00109188	0.0249859	0.00856864	0.013343	0.0884602	0.0491928	0.012985	0.016965	0.0866097	0.00841316	0.00814969	0.00968213	0.0163211	0.00091608	0.0748694	0.00123348	0.0478013	0.00646419	0.0494699	0.0469125	0.0287943	0.0936671	0.0516642	0.00266863	0.0105433	0.0170048	0.0824449	0.000310138	0.0388323	0.0326043	0.842879	0.157121	0.8428793	0.4290679
396	-51.35574	-93.26279	41.90705	0.00135611	0.00920406	0.00140063	0.00310534	0.0075937	0.001773	0.00214869	0.00282922	0.00325786	0.0252071	0.00753576	0.00207722	0.00844077	0.0204619	0.00933009	0.0020397	0.0127305	0.00884889	0.00474259	0.0068735	0.00080498	0.00983826	0.00858176	0.00478052	0.00397636	0.00328298	0.014157	0.00668205	0.00168143	0.00172608	0.000806855	0.0251384	0.0083365	0.0121777	0.00641488	0.871052	1.05373	1.084328	0.9156723	0.356704	0.604867	0.854834	1.16982	1.65326	2.80344	0.7453745	0.8444609	0.3444327	0.00543873	0.0369133	0.00561732	0.0124541	0.0304549	0.0071107	0.00861743	0.0113467	0.0130658	0.101094	0.0302226	0.00833078	0.0338521	0.0820636	0.0374188	0.00818032	0.0510565	0.0354889	0.0190204	0.0275665	0.00322841	0.0394568	0.0344176	0.0191725	0.0159474	0.0131665	0.0567772	0.0267987	0.00674346	0.00692252	0.00323593	0.100819	0.033434	0.0488391	0.0257272	0.878438	0.121562	0.878438	0.2493424
432	-50.08515	-93.43368	43.34854	0.00419349	0.0266825	0.00712663	0.00190199	0.0771805	0.067921	0.0524906	0.044105	0.0474395	0.0239744	0.0399816	0.00965719	0.00471592	0.0867463	0.000304751	0.0137956	0.027497	0.0115317	0.00858707	0.116964	0.119344	0.0304089	0.108903	0.0723558	0.00711842	0.000526744	0.04214	0.0595504	0.034821	0.0233414	0.0105974	0.0415029	0.0633685	0.0461059	0.0926586	0.198646	1.3339	1.413858	0.5861424	0.75509	0.871966	0.958158	1.04367	1.14683	1.32435	0.2031232	0.4145696	0.06205067	0.00294168	0.0187174	0.00499925	0.00133422	0.0541412	0.0476458	0.0368216	0.0309392	0.0332783	0.0168178	0.0280466	0.00677441	0.00330817	0.0608516	0.00021378	0.00967743	0.0192888	0.00808932	0.00602373	0.0820492	0.0837182	0.0213315	0.0763943	0.0507568	0.00499349	0.000369505	0.0295607	0.0417739	0.0244266	0.0163737	0.00743398	0.0291138	0.0444523	0.0323428	0.0649989	0.927851	0.072149	0.927851	1.42554
468	-58.57084	-102.4103	43.83949	0.00472277	0.0239808	0.0199129	0.00226431	0.00457095	0.0333426	0.00844649	0.00897481	0.0117904	0.0263374	0.029543	0.00471772	0.0046597	0.0157383	0.0182481	0.00543959	0.00412302	0.0465267	0.00532551	0.0811669	0.0360891	0.0125665	0.0243072	0.00286311	0.0400856	0.00358614	0.016867	0.0101778	0.022549	0.00565412	0.000912434	0.0231987	0.00407657	0.00173466	0.00327951	0.620927	1.15795	1.767165	0.2328355	0.412183	0.649051	0.873845	1.14437	1.54071	2.4261	0.6408463	0.1317565	0.2234296	0.00831796	0.042236	0.0350716	0.00398802	0.00805057	0.0587245	0.0148764	0.0158069	0.0207658	0.0463867	0.0520325	0.00830907	0.00820688	0.0277191	0.0321393	0.00958047	0.00726165	0.081945	0.00937955	0.142955	0.0635618	0.0221328	0.0428111	0.00504265	0.0706006	0.00631607	0.029707	0.0179255	0.0397144	0.0099583	0.00160702	0.0408586	0.00717984	0.00305516	0.00577602	0.803189	0.196811	0.8031886	0.5677794
504	-54.32944	-97.63183	43.30238	0.0146273	0.0240556	0.0214834	0.0246947	0.0366711	0.0715276	0.00253099	0.00959392	0.0311193	0.0219717	0.00508745	0.00324985	0.119023	0.0568077	0.00172744	0.0468358	0.105681	0.00910956	0.0651347	0.0517772	0.00835923	0.0286599	0.0502792	0.0134221	0.00451991	0.0872773	0.0441764	0.00392517	0.0188721	0.030524	0.029019	0.0350245	0.00707837	0.0204664	0.102029	0.065069	1.38955	1.292122	0.7078776	0.51542	0.723803	0.904074	1.1061	1.38159	1.94016	0.4792302	0.5478409	0.01951136	0.0121253	0.0199409	0.0178087	0.0204707	0.0303986	0.059293	0.00209807	0.0079529	0.0257964	0.0182135	0.00421725	0.00269397	0.0986644	0.0470909	0.00143196	0.0388246	0.0876044	0.00755139	0.0539935	0.0429209	0.0069294	0.0237577	0.041679	0.0111263	0.00374679	0.0723487	0.0366201	0.00325378	0.0156441	0.025303	0.0240554	0.0290336	0.00586763	0.0169657	0.0845774	0.992661	0.00733858	0.9926614	1.206342
540	-54.79702	-97.1695	42.37248	0.0156756	0.00741008	0.0082597	0.00221315	0.0144989	0.0413807	0.0439656	0.00135749	0.0063784	0.0157832	0.00693901	0.00514267	0.036416	0.0234094	0.0249753	0.00597698	0.0402909	0.00462458	0.0162564	0.0706587	0.0146304	0.0320165	0.00171822	0.00185174	0.020937	0.0186292	0.00861779	0.00262286	0.0264099	0.0233989	0.00479468	0.0146477	0.0342775	0.0137094	0.0844985	1.01039	0.995671	1.432901	0.5670993	0.283122	0.540414	0.825307	1.21167	1.85043	3.53204	0.9124236	0.3957702	0.4228267	0.0225752	0.0106716	0.0118952	0.00318726	0.0208806	0.0595944	0.063317	0.00195498	0.00918584	0.0227301	0.0099932	0.0074062	0.0524445	0.0337131	0.0359681	0.00860774	0.0580248	0.00666008	0.0234117	0.101759	0.02107	0.0461085	0.00247449	0.00266678	0.0301523	0.0268288	0.0124109	0.0037773	0.0380341	0.0336979	0.00690505	0.0210948	0.0493647	0.0197436	0.12169	0.979174	0.0208258	0.9791742	0.6943732
576	-53.18885	-96.67332	43.48447	0.0136086	0.00784317	0.00302711	0.0166661	0.0333136	0.00245058	0.00118098	0.0195006	0.000536344	0.0279953	0.0105302	0.00506543	0.00752564	0.0145518	0.0149177	0.0066234	0.00637527	0.00280982	0.000272437	0.0240696	0.00157895	0.0156451	0.00132164	0.00204223	0.00646434	0.0021159	0.0125346	0.0130234	0.0119785	0.00692739	0.00304049	0.0118089	0.0112989	0.00264484	0.00767516	0.637857	1.15089	1.541004	0.4589955	0.558322	0.752584	0.91514	1.09273	1.32875	1.79108	0.4214182	0.2978548	0.2309284	0.0413679	0.023842	0.00920195	0.0506623	0.101268	0.00744938	0.00359	0.0592787	0.0016304	0.0851015	0.0320103	0.0153981	0.0228768	0.0442352	0.0453474	0.0201341	0.0193798	0.00854143	0.000828167	0.073168	0.00479975	0.0475588	0.00401759	0.00620808	0.0196506	0.00643199	0.0381033	0.0395892	0.0364129	0.0210582	0.00924263	0.0358972	0.0343469	0.00803991	0.0233313	0.850356	0.149644	0.8503562	0.3289641
612	-59.76633	-98.08421	38.31788	0.0221217	0.00773965	0.0049109	0.0102349	0.0312412	0.026884	0.0116126	0.013698	0.00227228	0.0280213	0.0135167	0.0109993	0.011999	0.027181	0.0108449	0.00850668	0.0343113	0.0206786	0.00338521	0.0622538	0.0277229	0.0855069	0.0146204	0.00607388	0.000822522	0.0305541	0.0418623	0.00548918	0.0169129	0.0104821	0.0160348	0.0107085	0.03044	0.0228093	0.00753821	3.0232	0.157001	1.348628	0.6513718	0.140521	0.384018	0.741866	1.34795	2.60405	7.11637	1.418949	0.4829885	8.023273	0.0320609	0.011217	0.00711734	0.0148334	0.0452777	0.0389628	0.0168301	0.0198524	0.0032932	0.0406112	0.0195897	0.0159413	0.01739	0.0393933	0.0157174	0.0123287	0.0497271	0.0299694	0.00490616	0.090224	0.0401786	0.123925	0.0211893	0.00880285	0.00119208	0.0442819	0.0606708	0.00795543	0.0245117	0.0151916	0.0232391	0.0155198	0.0441165	0.0330573	0.0109251	0.801528	0.198472	0.8015283	0.6899908
648	-54.0604	-97.18735	43.12695	0.0220945	0.013837	0.0108854	0.00336618	0.0167807	0.0182595	0.00421501	0.000185748	0.00539997	0.0505803	0.00533907	0.00948127	0.00910401	0.0078961	0.00862042	0.0183642	0.0262211	0.0182798	0.0189998	0.0222964	0.016328	0.0369511	0.0168715	0.00537375	0.0225407	0.0149409	0.018493	0.00893038	0.0234928	0.0446338	0.0323975	0.0152413	0.000558544	0.0246435	0.0017378	0.176081	1.3433	0.9139153	1.086085	0.664763	0.819434	0.939762	1.0641	1.22035	1.5043	0.2952473	1.188387	0.05461716	0.0385364	0.0241339	0.0189858	0.00587116	0.0292683	0.0318475	0.00735165	0.000323975	0.00941842	0.0882203	0.0093122	0.0165369	0.0158789	0.0137721	0.0150354	0.0320301	0.0457339	0.031883	0.0331388	0.0388886	0.0284787	0.0644488	0.0294266	0.00937269	0.0393147	0.0260593	0.0322549	0.015576	0.0409753	0.0778486	0.0565065	0.0265833	0.000974191	0.0429822	0.00303101	0.826786	0.173214	0.8267858	0.5733411
684	-48.33756	-92.30436	43.9668	0.0101028	0.0646932	0.0064555	0.000819895	0.0532667	0.00125774	0.000994768	0.00545988	0.00508843	0.00459898	0.00501768	0.0132374	0.00751533	0.0334838	0.000532608	0.0166591	0.00180832	0.00458657	0.00400236	0.0117917	0.00653069	0.0153136	0.016914	0.00522275	0.0113949	0.00150084	0.00902145	0.0121142	0.0343188	0.00594707	0.00552324	0.0208805	0.0195579	0.0250262	0.00543749	0.0638267	1.39007	1.270843	0.7291567	0.659306	0.816147	0.938584	1.06543	1.22527	1.51675	0.301207	0.5737582	0.01913172	0.022648	0.145027	0.0144717	0.00183802	0.119412	0.00281956	0.00223004	0.0122398	0.0114071	0.0103098	0.0112485	0.0296751	0.0168476	0.075063	0.00119398	0.0373458	0.00405385	0.010282	0.00897237	0.0264343	0.0146403	0.0343296	0.0379173	0.0117082	0.0255447	0.00336455	0.020224	0.0271573	0.0769348	0.013332	0.0123818	0.0468092	0.0438443	0.056103	0.0121896	0.56441	0.43559	0.5644101	0.4460762
720	-49.46778	-89.37574	39.90797	0.00193672	0.0157295	0.0138935	0.0232299	0.0307219	0.0479065	0.0164886	0.0193257	0.0129841	0.0082975	0.00381447	0.00117947	0.00696784	0.00605094	0.00033126	0.0226086	0.000894329	0.00546058	0.00811325	0.0406361	0.0177228	0.012844	0.0271693	0.00337129	0.00639117	0.0268689	0.00175337	0.0231861	0.0027214	0.00970464	0.00394038	0.0124081	0.01549	0.0217475	0.00306987	0.00487494	1.41464	0.2108741	1.789126	0.63505	0.801362	0.933246	1.07153	1.24788	1.57468	0.3283108	8.484332	0.001435865	0.00407766	0.0331176	0.029252	0.0489092	0.0646832	0.100864	0.0347157	0.0406891	0.0273373	0.0174699	0.00803115	0.00248331	0.0146704	0.0127399	0.000697449	0.0476011	0.00188296	0.0114969	0.017082	0.0855569	0.0373144	0.0270422	0.0572033	0.00709806	0.0134562	0.0565709	0.00369161	0.0488171	0.00572976	0.0204326	0.00829625	0.0261245	0.0326132	0.0457881	0.00646343	0.99753	0.00247006	0.9975299	0.4749595
756	-41.57948	-83.27651	41.69703	0.00727279	0.0218832	0.00274584	0.00848073	0.00837726	0.0165982	0.024029	0.00249298	0.00646432	0.0413599	0.00236162	0.00216091	0.0494211	0.0233596	0.00136297	0.0103107	0.00082935	0.000516273	0.0139234	0.00094601	0.0436334	0.0244323	0.0536813	0.00961172	0.00712269	0.00456617	0.000221974	0.0139766	0.0378102	0.0149698	0.0060116	0.0128026	0.00329883	0.00434567	0.000624497	0.0132857	1.41113	0.4613544	1.538646	0.593522	0.775362	0.923693	1.08261	1.28972	1.68486	0.3772109	3.335062	0.003922876	0.0150886	0.0454003	0.00569671	0.0175947	0.01738	0.0344358	0.0498521	0.00517209	0.0134113	0.0858079	0.00489958	0.00448318	0.102532	0.0484633	0.00282771	0.0213912	0.00172063	0.00107109	0.0288863	0.00196265	0.0905246	0.0506889	0.111371	0.0199411	0.0147772	0.00947329	0.000460522	0.0289967	0.0784435	0.0310574	0.0124721	0.0265611	0.00684396	0.00901582	0.00129562	0.999508	0.000492055	0.9995079	0.4820053
792	-52.94426	-94.49309	41.54883	0.00859956	0.0194741	0.0152695	0.0081515	0.000899137	0.00438848	0.00141902	0.0231719	0.00810758	0.00804268	0.00905007	0.00264782	0.0107776	0.024953	0.00689568	0.012406	8.01086e-05	0.00355604	0.0249478	0.0229375	0.00906672	0.02722	0.00316761	0.00417357	0.00558887	0.0146936	0.00257173	0.0132021	0.00566956	0.00647752	0.012571	0.0154139	0.00664502	0.0214196	0.0138661	1.55749	0.767712	1.43311	0.5668895	0.201833	0.458187	0.783883	1.2757	2.18252	4.9546	1.157139	0.3955658	0.8453099	0.022779	0.051584	0.0404467	0.0215921	0.00238168	0.0116244	0.00375879	0.061379	0.0214758	0.0213039	0.0239723	0.0070137	0.0285482	0.0660967	0.0182657	0.0328616	0.000212196	0.00941942	0.0660831	0.060758	0.0240164	0.0721018	0.00839052	0.0110552	0.0148041	0.0389212	0.00681214	0.0349704	0.0150178	0.017158	0.0332988	0.0408291	0.0176017	0.0567373	0.0367292	0.504478	0.495522	0.5044779	0.3775218
