Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-48.55935	-92.86968	44.31032	0.1038891	0.3660255	0.008391304	0.774142	0.225858	0.8208457
6	-52.57728	-95.6586	43.08132	0.7106371	0.8028229	0.05358826	0.92336	0.0766402	0.6444592
12	-60.55231	-101.2973	40.74495	1.960489	0.2495227	0.8853201	0.755994	0.244006	0.198976
18	-54.11498	-95.49019	41.37521	1.501873	0.2495227	0.8853201	0.745847	0.254153	0.2750624
24	-50.18672	-93.1729	42.98618	1.104697	0.2495227	0.1343321	0.510215	0.489785	0.1995296
30	-50.26681	-94.08152	43.81471	0.6688639	0.3068907	0.08145656	0.90961	0.0903904	0.5357399
36	-49.83401	-94.12623	44.29222	0.7390074	0.1004702	0.09550112	0.742334	0.257666	0.6158186
42	-48.88567	-91.95658	43.07092	0.441998	0.6652291	0.09550112	0.9936	0.0064003	0.9836199
48	-48.04665	-91.41422	43.36757	0.3956547	0.3151717	0.2901339	0.778375	0.221625	0.6286402
54	-46.15455	-90.1134	43.95885	0.12735	0.3151717	0.08759201	0.951132	0.0488675	1.045359
60	-48.75423	-92.36908	43.61485	0.009168685	0.1613821	0.5395239	0.835182	0.164818	0.2997767
66	-48.15558	-90.48754	42.33196	0.4101948	0.6410509	0.5395239	0.982115	0.0178848	0.5506073
72	-51.83492	-95.70894	43.87402	0.4061906	0.1212725	0.2134761	0.984481	0.0155191	0.969513
78	-51.76054	-95.57747	43.81694	0.2815377	0.1618198	0.2258641	0.668396	0.331604	0.969513
84	-58.8781	-101.2291	42.35105	0.2403504	0.1618198	1.097302	0.640671	0.359329	1.160376
90	-56.26151	-98.88282	42.62131	1.057996	0.8803062	0.06254785	0.868264	0.131736	0.5921516
96	-57.43493	-99.89655	42.46162	0.3851141	0.8803062	0.2634547	0.651193	0.348807	0.8231145
102	-55.72934	-97.75533	42.026	0.8793034	1.746949	0.07621194	0.942955	0.0570453	0.4742109
