Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2448	-46.99378	-90.2896	43.29582	0.00521435	0.03472	0.00185749	0.012432	5.04144e-05	0.00818282	0.00390296	0.00917658	0.0152315	0.0118637	0.000343405	0.00185786	0.0114506	0.0186757	0.00498337	0.00756408	0.00751755	0.00102556	0.00351284	0.0143643	0.012708	0.00572651	0.0162188	0.0262333	0.0141802	0.0205107	0.024088	0.000502644	0.0119992	0.00240944	0.0110162	0.0518787	0.0215504	0.0101255	0.0210026	0.699656	1.12514	1.540122	0.4598779	0.437659	0.668314	0.881855	1.13397	1.4963	2.28489	0.5974834	0.2985984	0.2590988	0.0122958	0.0818718	0.00438007	0.0293155	0.00011888	0.0192956	0.00920342	0.0216389	0.0359167	0.0279753	0.000809769	0.00438094	0.0270012	0.0440384	0.0117511	0.0178366	0.0177269	0.00241834	0.0082835	0.0338719	0.0299662	0.0135035	0.038245	0.0618597	0.0334377	0.0483654	0.0568009	0.00118527	0.0282949	0.00568161	0.0259768	0.122333	0.0508173	0.0238765	0.0495254	0.799626	0.200374	0.7996259	0.4240772
2484	-49.82469	-92.24849	42.4238	0.000462211	0.00893316	0.00110442	0.00903662	0.00696174	0.00122265	0.00204939	0.00227058	0.00125367	0.00475397	0.00014031	0.000733372	0.000874655	0.00522097	0.00129367	0.000335328	0.00445136	0.000857853	0.00544386	0.00613339	0.0138376	0.00980242	0.00944115	0.00212657	0.0041322	0.00490452	0.00219893	0.00102734	0.00226201	0.00502478	0.0071691	0.0155592	0.00638679	0.00256236	0.00056334	0.520592	1.19975	1.540981	0.4590192	0.188984	0.443722	0.776078	1.28853	2.25366	5.29145	1.204699	0.2978747	0.1807984	0.00307052	0.0593441	0.0073368	0.0600314	0.0462477	0.0081222	0.0136144	0.0150838	0.0083283	0.0315812	0.000932099	0.00487188	0.00581044	0.0346836	0.00859398	0.00222763	0.029571	0.00569883	0.0361643	0.0407449	0.0919249	0.0651187	0.0627187	0.014127	0.0274507	0.0325814	0.0146078	0.00682477	0.0150268	0.0333803	0.0476252	0.103362	0.0424283	0.0170221	0.00374234	0.519817	0.480183	0.5198166	0.1505315
2520	-51.31515	-95.78471	44.46956	0.00355324	0.0153144	0.00761518	0.00584813	0.00563173	0.00558439	0.00109273	0.0124982	0.0096009	0.0254786	0.0174831	0.00885915	0.0106174	0.0270024	0.00669939	0.00190782	0.00278136	0.0229647	0.000797909	0.00213773	0.0228281	0.010606	0.0037996	0.0329187	0.00685118	0.0083019	0.0113241	0.0160495	0.0110262	0.0182014	0.0342846	0.00613825	0.00406349	0.03361	0.000191002	0.410608	1.24558	1.840883	0.1591172	0.527317	0.731903	0.907219	1.10227	1.3663	1.89639	0.4627309	0.08643528	0.1373549	0.00858971	0.0370214	0.0184092	0.0141375	0.0136143	0.0134999	0.0026416	0.0302134	0.0232095	0.0615928	0.0422641	0.0214164	0.0256669	0.0652764	0.0161953	0.00461204	0.00672374	0.0555155	0.00192889	0.00516782	0.0551853	0.0256392	0.00918527	0.0795786	0.0165623	0.0200693	0.0273751	0.0387985	0.0266551	0.0440006	0.0828806	0.0148388	0.00982322	0.0812498	0.000461735	0.520063	0.479937	0.5200632	0.4136621
2556	-67.574	-108.5815	41.00747	0.000691988	0.00855832	0.00425376	0.00394768	0.00146413	0.000768169	0.00175932	0.00700518	0.00625812	0.0064031	0.0174712	0.00116114	0.00934676	0.0114477	0.00829605	0.00576491	0.00229527	0.0175445	0.00446809	0.00441144	0.00152091	0.00801136	0.000987344	0.00938048	0.00212067	0.00758337	0.00717708	0.00284939	0.00571863	0.00593526	0.0139191	0.00881458	0.00121836	0.000752639	0.00352018	1.51946	0.783557	1.612335	0.3876651	0.0805799	0.292795	0.681676	1.46697	3.41536	12.41	1.821053	0.2404371	0.8079944	0.00341173	0.0421953	0.0209724	0.0194634	0.00721862	0.00378733	0.008674	0.0345378	0.0308546	0.0315694	0.086139	0.0057248	0.0460826	0.056441	0.0409023	0.0284229	0.0113164	0.0865001	0.0220292	0.0217498	0.0074986	0.0394986	0.00486793	0.0462488	0.0104556	0.0373885	0.0353854	0.0140484	0.0281947	0.0292628	0.0686257	0.0434588	0.0060069	0.00371076	0.0173556	0.733406	0.266594	0.7334062	0.2028262
2592	-54.65552	-92.039	37.38349	0.000296813	0.00171287	0.00185279	0.00112818	0.00178169	0.0003741	0.000275746	0.000200074	0.000119179	0.00104315	0.000618022	0.000123048	0.000164681	0.00205565	0.000586982	0.000820273	0.000222329	8.53897e-05	0.000524801	0.00117781	4.75662e-05	0.000878754	0.00045751	0.000404346	0.000903197	0.0015831	0.000457854	0.00315767	0.00048913	0.00111929	0.0005155	0.000859737	2.19635e-05	0.000641641	7.64364e-05	2.52455	0.364773	1.983952	0.01604788	0.0135406	0.122686	0.519662	1.92433	8.15088	73.8519	3.110687	0.008088846	2.883697	0.0110845	0.0639671	0.0691926	0.0421322	0.0665375	0.0139708	0.0102978	0.00747178	0.00445075	0.0389566	0.0230801	0.00459524	0.00615003	0.0767685	0.0219209	0.0306332	0.00830289	0.00318889	0.0195987	0.0439854	0.00177636	0.0328172	0.0170858	0.0151003	0.03373	0.059121	0.0170986	0.117924	0.0182666	0.0417998	0.0192514	0.032107	0.000820228	0.0239622	0.00285453	0.500201	0.499799	0.5002013	0.02677727
2628	-56.37862	-101.5334	45.15483	0.0457511	0.0173503	0.0209153	0.0119947	0.000304168	0.0557678	0.000248837	0.0105308	8.50897e-05	0.00692474	0.0157992	0.012074	0.00640277	0.00164539	0.00407662	0.00740508	0.00344668	0.00784328	0.0277817	0.0221835	0.00133433	0.0157328	0.0135616	0.0477521	0.0149283	0.0127916	0.00655645	0.00297869	0.00507368	0.0153078	0.0120548	0.011983	0.0211896	0.00294037	0.0036163	0.109953	1.37085	1.955506	0.04449436	0.467847	0.690413	0.890851	1.12252	1.44841	2.13745	0.5492534	0.02275338	0.03342	0.0981082	0.0372059	0.0448506	0.0257214	0.000652255	0.119588	0.000533604	0.0225821	0.000182466	0.0148494	0.0338797	0.0258914	0.01373	0.00352836	0.00874186	0.0158794	0.00739104	0.0168191	0.0595749	0.0475701	0.00286134	0.0337373	0.0290814	0.102399	0.0320121	0.0274303	0.0140596	0.00638749	0.0108799	0.0328259	0.0258502	0.0256963	0.0454389	0.00630531	0.00775476	0.773738	0.226262	0.773738	0.4663326
2664	-55.12683	-97.77477	42.64794	0.0104036	0.0287591	0.030873	0.00858914	0.017873	0.0318232	0.0151614	0.00241451	0.00369818	0.00029967	0.0144464	0.00375481	0.00685777	0.0516518	0.0524548	0.0335534	0.0758714	0.0380092	0.0365006	0.0245356	0.0046743	0.0411138	0.0695464	0.00736385	0.0181661	0.0476528	0.0206432	0.027336	0.000872753	0.0138849	0.0726667	0.0641208	0.000401535	0.0120881	0.0477162	0.785535	1.08936	1.214486	0.7855138	0.661741	0.817615	0.939111	1.06484	1.22307	1.51117	0.2985415	0.646787	0.3004574	0.0111176	0.0307328	0.0329918	0.00917861	0.0190997	0.0340072	0.0162019	0.00258021	0.00395199	0.000320236	0.0154378	0.0040125	0.00732841	0.0551967	0.0560547	0.0358562	0.0810784	0.0406178	0.0390056	0.0262195	0.00499509	0.0439354	0.0743193	0.00786922	0.0194129	0.0509232	0.0220599	0.029212	0.000932649	0.0148379	0.0776538	0.0685214	0.000429093	0.0129177	0.0509909	0.915516	0.0844839	0.9155161	0.935778
2700	-52.98523	-95.94939	42.96416	0.00351424	0.0176343	0.000835004	0.00207675	0.00344244	0.00706579	0.00660076	0.00360103	0.00443403	0.0178777	0.00236946	0.00122682	0.002067	0.0396989	0.00219515	0.00409802	0.0113632	0.000776581	0.00510628	0.00757185	0.00867486	0.00410553	0.0101511	0.00674137	0.0251632	0.0110028	0.00367954	0.0293046	0.00186146	4.57579e-05	0.010969	0.0144394	0.00171775	0.0175166	0.00440139	0.255969	1.31001	1.226078	0.7739221	0.317799	0.57174	0.839944	1.19056	1.74905	3.14665	0.8288809	0.6312177	0.08141436	0.0119805	0.0601177	0.00284664	0.00707992	0.0117358	0.0240882	0.0225029	0.0122764	0.0151162	0.0609473	0.0080778	0.00418239	0.00704669	0.135339	0.00748357	0.0139707	0.0387386	0.00264747	0.017408	0.0258135	0.0295738	0.0139963	0.0346064	0.0229822	0.0857848	0.03751	0.0125441	0.0999034	0.00634597	0.000155995	0.0373947	0.0492257	0.00585605	0.0597164	0.0150049	0.70659	0.29341	0.7065897	0.2933295
2736	-55.55133	-100.2141	44.66277	0.0118249	0.050633	0.0183061	0.0814628	0.0435239	0.0450794	0.00701178	0.00265319	0.00636896	0.0582906	0.00245798	0.0428104	0.0263581	0.0269746	0.0100201	0.0125895	0.0162556	0.00244004	0.0228916	0.0188031	0.0227897	0.0216198	0.0111135	0.00709112	0.0358621	0.022431	0.078979	0.0310358	0.0376419	0.0322056	0.0874661	0.00173904	0.00942567	0.166466	0.0453321	0.240975	1.31626	1.829197	0.1708032	0.898442	0.949111	0.983837	1.01643	1.05362	1.11304	0.07743576	0.09337604	0.07628144	0.0105773	0.0452907	0.0163747	0.0728677	0.0389317	0.0403232	0.00627197	0.00237325	0.00569698	0.0521404	0.00219865	0.0382935	0.0235771	0.0241285	0.00896285	0.0112612	0.0145405	0.0021826	0.0204763	0.0168192	0.0203852	0.0193387	0.00994097	0.00634294	0.0320783	0.0200644	0.070646	0.0277612	0.0336703	0.0288076	0.0782376	0.00155555	0.00843117	0.148903	0.0405492	0.855871	0.144129	0.8558714	1.117954
2772	-51.66508	-95.37588	43.7108	0.00573402	0.0105324	0.00256584	0.0129092	0.00860889	0.0210419	0.0131226	0.015941	0.0100266	0.0172095	0.00262132	0.00127668	0.019926	0.0325139	0.0108377	0.00795288	0.00470864	0.0218096	0.00151862	0.00721983	0.00602083	0.0142352	0.0173197	0.00550437	0.011779	0.00446376	0.00145413	0.0408718	0.0142326	0.016566	0.0230067	0.0118735	0.00087106	0.00591685	0.00128555	0.615969	1.16001	1.949371	0.05062904	0.181456	0.435012	0.771292	1.29653	2.29879	5.51098	1.234092	0.02597199	0.2212509	0.0142115	0.0261039	0.0063593	0.0319947	0.0213367	0.0521514	0.0325237	0.039509	0.0248505	0.0426529	0.0064968	0.00316417	0.0493856	0.0805841	0.0268607	0.0197108	0.0116701	0.0540539	0.00376382	0.017894	0.0149223	0.0352813	0.0429261	0.0136423	0.0291936	0.0110632	0.00360398	0.101299	0.0352749	0.0410579	0.0570209	0.0294277	0.00215888	0.0146646	0.00318616	0.71338	0.28662	0.7133795	0.4034783
2808	-59.32596	-100.1757	40.84974	0.0098255	0.0666331	0.00844014	0.0044932	0.0277963	0.0261366	0.072975	0.104964	0.0100435	0.00235927	0.00118679	0.0103071	0.0432577	0.0517584	0.00626589	0.0179951	0.00895359	0.0138329	0.0103003	0.0030395	0.0292383	0.00202286	0.00877568	0.0282555	0.103349	0.0165654	0.0620354	0.0107765	0.0340759	0.031109	0.103662	0.0380645	0.012463	0.00328118	0.0516532	0.589311	1.17112	0.6080405	1.39196	0.285008	0.542166	0.826141	1.21045	1.84445	3.50867	0.9076231	2.289255	0.2096677	0.00948507	0.0643244	0.00814771	0.00433752	0.0268332	0.025231	0.0704466	0.101328	0.00969551	0.00227753	0.00114567	0.00995001	0.041759	0.0499651	0.00604879	0.0173716	0.00864337	0.0133537	0.00994338	0.00293419	0.0282253	0.00195278	0.00847163	0.0272766	0.0997677	0.0159915	0.0598861	0.0104031	0.0328952	0.0300311	0.10007	0.0367456	0.0120312	0.0031675	0.0498636	0.736851	0.263149	0.7368506	1.035891
2844	-46.32198	-90.9558	44.63383	0.0254282	0.00456355	0.00153442	0.016174	0.011523	1.23061e-05	0.00814466	0.00823598	0.0208869	0.0132946	0.00467348	0.0392895	0.0024438	0.0151106	0.0151182	0.0334618	0.00707318	0.0112155	0.0423642	0.00188211	0.028389	0.0482562	0.000471269	0.0325089	0.00202603	0.00495472	0.00808941	0.0178631	0.0106438	0.0202612	0.0117671	0.0223257	0.0150356	0.0339289	0.0181298	0.0196445	1.40848	1.85235	0.1476499	0.389056	0.631027	0.866201	1.15447	1.58472	2.57032	0.6826001	0.07970952	0.005811379	0.0456454	0.00819189	0.00275439	0.0290335	0.0206846	2.20904e-05	0.0146202	0.0147842	0.0374934	0.0238648	0.00838923	0.0705275	0.0043868	0.0271246	0.0271383	0.0600664	0.0126969	0.0201325	0.0760467	0.00337853	0.0509604	0.0866233	0.000845962	0.0583558	0.00363687	0.00889407	0.0145211	0.0320655	0.0191064	0.0363703	0.0211228	0.0400762	0.02699	0.0609049	0.0325444	0.740429	0.259571	0.7404292	0.5570808
2880	-49.69301	-93.60709	43.91408	0.00603415	0.0424672	0.00678672	0.0135903	0.0056045	0.000801939	0.00713475	0.00294017	0.00803767	0.00540682	0.0245276	0.00379277	0.000505292	0.0288396	0.00414538	0.00935386	9.80415e-05	0.00842935	0.00129102	0.0178366	0.0104259	0.00264696	0.00509816	0.0062433	0.0220844	0.0149392	0.0162365	0.000444668	0.00271323	0.00254822	0.0191977	0.00932277	0.0113463	0.0096822	0.0189092	0.324144	1.28161	1.656116	0.3438838	0.397734	0.637853	0.869113	1.1506	1.56776	2.51424	0.6666484	0.2076447	0.1053832	0.0172669	0.121521	0.0194205	0.0388891	0.0160375	0.00229478	0.0204164	0.0084134	0.0230001	0.0154718	0.0701866	0.0108531	0.00144591	0.0825256	0.0118622	0.0267664	0.00028055	0.0241209	0.0036943	0.0510401	0.0298341	0.00757438	0.0145886	0.0178654	0.0631954	0.0427491	0.0464613	0.00127244	0.00776402	0.00729182	0.0549351	0.0266775	0.032468	0.027706	0.0541094	0.939329	0.0606711	0.9393289	0.3494624
2916	-56.64497	-99.36817	42.7232	0.000901262	0.0138725	0.00137566	0.0015953	0.00808579	8.99617e-05	0.000478511	0.000235185	0.00217399	0.00351824	0.00170624	0.00122587	0.0127924	0.00665068	0.00182275	0.00184847	0.00113293	0.0039372	0.00685785	0.00212489	0.00222698	0.00423151	0.00374022	0.00348573	0.00602526	0.00324634	0.0057689	0.000565283	5.39987e-05	0.0140095	0.00213649	0.00203428	0.00421243	0.00184753	0.000985473	0.166077	1.34747	1.317809	0.6821906	0.29559	0.551892	0.830736	1.20375	1.81195	3.38307	0.8812639	0.5176701	0.0513546	0.0070968	0.109236	0.0108323	0.0125618	0.0636699	0.000708384	0.00376793	0.00185191	0.0171186	0.0277037	0.0134354	0.00965289	0.100731	0.0523693	0.0143529	0.0145554	0.00892102	0.0310026	0.0540007	0.016732	0.0175359	0.0333202	0.0294516	0.0274476	0.0474446	0.0255626	0.045426	0.0044512	0.000425201	0.110315	0.0168233	0.0160185	0.0331699	0.014548	0.0077599	0.766552	0.233448	0.7665517	0.1269956
2952	-53.23682	-97.10982	43.873	0.00465192	0.0243839	0.0206907	0.0160936	0.0321957	0.0345015	0.0536067	0.00382975	0.00138578	0.00372204	0.00327145	0.0410324	0.0154888	0.0562648	0.0418833	0.00344907	0.015145	0.0116669	0.0287571	0.0366916	0.0469313	0.0163036	0.0921995	0.0106564	0.0110665	0.00998745	0.013971	0.0076006	0.0242062	0.00667235	0.0060717	0.1248	0.0137994	0.0139601	0.0874136	0.494023	1.21082	1.61162	0.3883799	0.768436	0.879449	0.960715	1.04089	1.13708	1.30135	0.1904552	0.2409873	0.1700023	0.00497877	0.0260971	0.0221444	0.0172244	0.0344578	0.0369256	0.0573732	0.00409883	0.00148315	0.00398355	0.00350131	0.0439153	0.016577	0.060218	0.0448261	0.0036914	0.0162091	0.0124866	0.0307776	0.0392696	0.0502288	0.0174491	0.0986775	0.0114052	0.011844	0.0106892	0.0149526	0.00813462	0.0259069	0.00714116	0.0064983	0.133569	0.014769	0.014941	0.0935553	0.712315	0.287685	0.7123149	0.9343519
2988	-55.67441	-98.04617	42.37176	0.0197343	0.00279418	0.00398259	0.00223773	0.0161628	0.009778	0.00842444	0.0201027	0.000248655	0.0157684	0.00706337	0.000968331	0.00160362	0.0398195	0.00941786	0.018837	0.0120607	0.00413327	0.0157264	0.0328189	0.00288366	0.000890381	0.0199207	0.0511071	0.0070476	0.0078899	0.000196474	0.00589002	0.0222273	0.0165581	0.0229482	0.00468273	0.0134	0.000382366	0.00987498	0.726137	1.11411	1.023615	0.9763846	0.492405	0.707856	0.897812	1.11382	1.41272	2.03085	0.5122615	0.9538589	0.2715684	0.0461533	0.00653483	0.00931421	0.00523344	0.0378005	0.0228681	0.0197025	0.0470149	0.000581537	0.036878	0.0165193	0.00226467	0.00375045	0.093127	0.0220258	0.0440547	0.0282066	0.00966662	0.0367797	0.0767547	0.00674412	0.00208236	0.0465893	0.119526	0.0164824	0.0184524	0.0004595	0.0137752	0.0519836	0.038725	0.0536697	0.0109517	0.031339	0.000894252	0.0230949	0.482372	0.517628	0.4823725	0.4275822
3024	-61.8779	-105.3225	43.44457	0.030096	0.037817	0.0190842	0.00514142	0.0498924	0.00864021	0.000332611	0.00197069	0.0176422	0.0266184	0.0458319	0.00596991	0.0175439	0.0749333	0.028822	0.0116091	0.0323284	0.0025391	0.000136393	0.0432205	0.0477357	0.0121226	0.0305028	0.0258162	0.00271459	0.038157	0.0139369	0.0164234	0.0164673	0.00871434	0.0134097	0.00750366	0.0285711	0.00990669	0.00239915	0.782768	1.09051	1.508871	0.4911293	0.739318	0.863035	0.955085	1.04703	1.1587	1.3526	0.2183867	0.3254946	0.2990826	0.040972	0.0514831	0.0259808	0.00699941	0.0679224	0.0117626	0.000452808	0.00268285	0.0240177	0.0362377	0.0623945	0.00812729	0.0238838	0.102012	0.0392376	0.0158043	0.0440111	0.00345667	0.000185682	0.0588394	0.0649862	0.0165034	0.0415258	0.0351456	0.00369558	0.0519461	0.0189734	0.0223584	0.0224182	0.0118635	0.0182556	0.0102153	0.038896	0.0134867	0.00326615	0.768884	0.231116	0.7688844	0.7345506
3060	-51.9103	-94.94052	43.03022	0.0247765	0.0119057	0.0485034	0.0416753	0.0287463	0.0668454	0.0574972	0.022897	0.0160185	0.0991071	0.000311986	0.00998232	0.0136162	0.101998	0.0140797	0.0138725	0.00900481	0.00441628	0.000485601	0.0146781	0.0355875	0.0180777	0.00233839	0.0532877	0.0474804	0.0944622	0.0284346	0.00313309	0.0909373	0.0817756	0.0344141	0.0117864	0.00993562	0.0164478	0.0486473	0.75834	1.10069	1.530389	0.4696111	0.670059	0.822611	0.940898	1.06281	1.21564	1.49241	0.2895096	0.3068574	0.2870693	0.0210476	0.0101139	0.0412036	0.0354032	0.0244199	0.0567851	0.0488439	0.019451	0.0136077	0.0841915	0.000265032	0.00847998	0.011567	0.0866471	0.0119607	0.0117847	0.00764958	0.00375163	0.000412518	0.012469	0.0302316	0.015357	0.00198646	0.0452679	0.0403346	0.0802456	0.0241552	0.00266156	0.0772512	0.0694683	0.0292348	0.0100125	0.00844031	0.0139724	0.0413259	0.647976	0.352024	0.6479755	1.177163
3096	-47.82938	-92.64301	44.81363	0.000664168	0.0185193	0.00906737	0.00868036	0.0198786	4.63644e-05	0.033664	0.00168762	0.000249687	0.0163487	0.0753031	0.0253139	0.0204898	0.0977722	0.0408333	0.00325928	0.0161797	0.00590164	0.00079458	0.0371838	0.0519415	0.0189759	0.00058353	0.0534173	0.00574238	0.0174708	0.0328868	0.0100498	0.109507	0.0251063	0.0215434	0.00146527	0.00405408	0.0104622	0.0866395	0.331312	1.27862	1.918851	0.0811487	0.691403	0.835289	0.945398	1.05776	1.19719	1.44633	0.2668356	0.04229025	0.1079655	0.000753295	0.0210045	0.0102842	0.00984521	0.0225461	5.25862e-05	0.0381815	0.00191409	0.000283193	0.0185426	0.0854083	0.0287108	0.0232395	0.110893	0.0463128	0.00369666	0.0183509	0.00669361	0.000901208	0.0421736	0.0589117	0.0215224	0.000661837	0.0605856	0.00651297	0.0198153	0.0373	0.0113984	0.124203	0.0284755	0.0244343	0.0016619	0.00459811	0.0118661	0.098266	0.397574	0.602426	0.3975739	0.8816836
3132	-55.6965	-98.8272	43.13069	0.00394425	0.00894573	0.0314473	0.00440297	0.018864	0.00272697	0.00380402	0.00293422	0.0173599	0.00333819	0.00404891	0.00687305	0.00830938	0.00467574	0.010871	0.000856988	0.0219583	0.0237487	0.0033996	0.0112355	0.00357073	0.00481672	0.00584671	0.020631	0.0410188	0.00190345	0.00649474	0.0275745	0.0108026	0.00767894	0.0331683	0.00257784	0.00538217	0.0556217	0.00307606	1.03616	0.984932	1.572022	0.4279777	0.541797	0.741637	0.910966	1.09774	1.34837	1.84571	0.443143	0.2722466	0.4383389	0.00930447	0.021103	0.0741841	0.0103866	0.0445002	0.00643291	0.00897367	0.00692182	0.040952	0.00787479	0.00955136	0.0162135	0.0196018	0.0110301	0.0256448	0.00202163	0.0517995	0.056023	0.00801964	0.0265044	0.00842335	0.0113626	0.0137924	0.0486685	0.0967633	0.00449023	0.0153211	0.0650482	0.0254832	0.0181146	0.0782438	0.00608111	0.0126965	0.131211	0.00725642	0.578967	0.421033	0.5789674	0.423909
3168	-43.01845	-86.7311	43.71265	0.00237843	0.0106591	0.0205342	0.00170889	0.0130579	0.0152541	0.0200432	0.010225	0.00689239	0.0256818	0.0104088	0.0074054	0.0134164	0.0317357	0.0146825	0.00106346	0.0232316	0.0141244	0.00832378	0.0158097	0.000427866	0.00317444	0.00441723	0.00537411	0.0381257	0.000753075	0.010671	0.0161629	0.0085472	0.0201645	0.0136482	0.0272026	0.00929387	0.0173192	0.00388712	0.014562	1.4106	1.339509	0.6604907	0.55883	0.752918	0.915267	1.09258	1.32817	1.78945	0.4207604	0.493084	0.004301357	0.00533512	0.0239097	0.0460608	0.00383325	0.0292906	0.034217	0.0449596	0.0229361	0.0154605	0.0576075	0.0233483	0.0166113	0.0300947	0.0711873	0.0329348	0.00238548	0.0521116	0.0316828	0.0186713	0.0354631	0.000959758	0.00712069	0.00990841	0.0120548	0.0855209	0.00168925	0.0239365	0.0362556	0.0191725	0.0452316	0.0306147	0.0610189	0.0208473	0.0388491	0.00871932	0.831655	0.168345	0.8316551	0.4458059
3204	-59.78852	-102.641	42.85244	0.00333436	0.0203411	0.0158813	0.0412335	0.0156741	0.0184777	0.0255021	0.00458511	0.00500841	0.00972875	0.000758196	0.00812862	0.0237958	0.0278823	0.00303121	0.00439996	0.0263518	0.00133156	0.00468646	0.0239284	0.0141225	0.0386587	0.0204193	0.0163834	0.014182	0.0351596	0.020446	0.0131977	0.024875	0.0118141	0.00430186	0.0597027	0.0279344	0.0468153	0.0167091	1.2435	0.898543	1.516216	0.4837836	0.607879	0.784453	0.927058	1.07868	1.27477	1.64506	0.3599288	0.3190729	0.5766273	0.00513942	0.0313527	0.0244787	0.0635552	0.0241593	0.0284806	0.0393076	0.00706726	0.00771972	0.0149954	0.00116864	0.012529	0.0366776	0.0429763	0.00467215	0.00678187	0.0406173	0.00205239	0.00722347	0.036882	0.0217677	0.0595866	0.0314732	0.0252525	0.0218594	0.0541932	0.0315144	0.0203423	0.0383411	0.0182096	0.00663067	0.0920227	0.0430567	0.0721588	0.0257546	0.969819	0.0301805	0.9698195	0.6487823
3240	-49.51604	-92.66857	43.15253	0.0240553	0.0601159	0.0179636	0.00741957	0.00452546	0.00336567	0.0021692	0.0293035	0.00304871	0.013143	0.00777937	0.0214956	0.0359492	0.0633652	0.0162632	0.0108559	0.002649	0.0357515	0.00882116	0.00554083	0.0123481	0.00251383	0.00484732	0.00592721	0.0486454	0.0498211	0.025305	0.0334718	0.0111985	0.0228731	0.0465886	0.0241734	0.0581727	0.0246289	0.0283001	0.0674221	1.38857	0.8716976	1.128302	0.730027	0.857729	0.953249	1.04904	1.16587	1.36981	0.2275311	1.294374	0.02023122	0.0311438	0.0778304	0.023257	0.00960591	0.00585899	0.00435745	0.0028084	0.0379384	0.00394708	0.0170158	0.0100717	0.0278297	0.0465424	0.0820371	0.0210556	0.0140548	0.00342959	0.0462865	0.0114205	0.00717357	0.0159868	0.00325459	0.00627569	0.0076738	0.0629799	0.064502	0.0327617	0.043335	0.0144984	0.0296132	0.060317	0.0312966	0.0753147	0.0318864	0.0366394	0.997863	0.00213702	0.997863	0.772396
3276	-49.54267	-93.00142	43.45875	0.00350927	0.00876474	0.00935321	0.000106952	0.00749892	0.00799961	0.002688	0.00266944	0.00117869	0.0102773	0.000287743	0.010897	0.00347485	0.0316011	0.0179257	0.0232817	0.0114238	0.000779528	0.0136391	0.0114465	0.0041121	0.00030022	0.00694606	0.00891372	0.0314914	0.0111811	0.0043804	0.0148384	0.000589519	0.00258883	0.0327526	0.00278169	0.0116854	0.00382949	0.0108197	1.34354	0.856859	1.710847	0.2891533	0.993304	0.996729	0.998978	1.00102	1.00328	1.00674	0.00485768	0.1690118	0.6533247	0.0107642	0.0268846	0.0286896	0.000328059	0.0230018	0.0245376	0.00824506	0.00818812	0.00361544	0.0315242	0.000882608	0.033425	0.0106586	0.0969318	0.0549846	0.0714133	0.0350408	0.00239109	0.0418359	0.0351106	0.0126133	0.000920879	0.021306	0.0273415	0.0965954	0.0342964	0.0134362	0.0455147	0.00180826	0.00794087	0.100464	0.00853243	0.0358432	0.0117464	0.0331879	0.756857	0.243143	0.7568566	0.3260141
