Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
7020	-48.06284	-90.03225	41.9694	0.00329703	0.0092111	0.00348681	0.00124174	0.00321027	0.00059412	0.00135456	0.00595766	0.00260458	8.855e-05	0.00097458	0.00289279	0.00242481	0.0107236	1.30157e-05	0.000783511	0.00169569	0.00222026	0.00298998	0.00112309	0.00334616	0.00251532	0.00754804	0.00275266	0.00263434	0.000789933	0.00561171	0.00298182	0.00445166	0.0063469	0.00292266	0.00549953	0.00475634	0.00581486	0.00463344	0.0716339	1.38682	1.300671	0.6993288	0.0970012	0.320515	0.701187	1.42615	3.11998	10.3092	1.686943	0.5376676	0.02152224	0.0275918	0.0770848	0.02918	0.0103917	0.0268657	0.004972	0.0113359	0.0498578	0.0217969	0.000741046	0.00815595	0.0242088	0.0202925	0.0897423	0.000108924	0.00655696	0.0141907	0.0185806	0.0250222	0.00939881	0.028003	0.0210499	0.0631671	0.0230361	0.022046	0.0066107	0.0469627	0.0249539	0.0372546	0.0531152	0.0244588	0.0460239	0.0398043	0.0486627	0.0387758	0.88617	0.11383	0.8861695	0.1194931
7056	-52.44724	-96.83825	44.39101	0.038845	0.0658285	0.016955	0.00794275	0.0156716	0.0149782	0.0524942	0.020034	0.0350008	0.0420776	0.000838359	0.0197654	0.00529153	0.0795029	0.00022071	0.0606959	0.0518441	0.0104767	0.00345457	0.013741	0.00259027	0.0145563	0.0615377	0.0400093	0.0188162	0.0253166	0.171576	0.00858457	0.0918743	0.0248217	0.0174758	0.0745384	0.0530761	0.00948668	0.0344971	0.245717	1.31428	1.861545	0.1384553	0.634096	0.800775	0.933033	1.07177	1.24879	1.57705	0.3293971	0.07437656	0.0778996	0.0322522	0.054656	0.0140774	0.00659469	0.0130118	0.0124361	0.0435848	0.0166338	0.0290604	0.0349361	0.000696071	0.0164107	0.00439344	0.0660095	0.00018325	0.0503944	0.043045	0.00869858	0.00286825	0.0114089	0.00215064	0.0120858	0.0510934	0.0332188	0.0156226	0.0210198	0.142456	0.00712758	0.0762812	0.0206089	0.0145098	0.0618876	0.0440679	0.00787658	0.0286422	0.776163	0.223837	0.7761631	1.204416
7092	-48.20721	-92.15514	43.94793	0.0358266	0.0441853	0.00947677	0.00570501	0.113051	0.00353829	0.0183715	0.0294905	0.00930143	0.000861882	0.00292594	0.007662	0.0326975	0.0350083	0.00254566	0.00962537	0.014987	0.00161499	0.0189411	0.0100059	0.00823162	0.077433	0.017996	0.0264638	0.0259471	0.040238	0.0240847	0.0124076	0.0162708	0.0308316	0.0181554	0.0128457	0.0538938	0.0316137	0.0490103	0.273772	1.3026	1.587584	0.4124159	0.53372	0.736225	0.908887	1.10025	1.35828	1.87364	0.4540027	0.2597758	0.08757255	0.0420872	0.0519067	0.0111328	0.00670196	0.132806	0.00415661	0.021582	0.034644	0.0109269	0.0010125	0.00343725	0.00900093	0.0384114	0.041126	0.00299052	0.0113074	0.017606	0.00189721	0.022251	0.0117544	0.00967009	0.0909644	0.0211409	0.0310883	0.0304814	0.0472696	0.0282935	0.0145759	0.0191141	0.0362195	0.021328	0.0150905	0.0633117	0.0371382	0.0575748	0.876712	0.123288	0.8767118	0.8512449
7128	-52.48782	-95.71616	43.22834	0.010732	0.00235863	0.00295815	0.0183218	0.0245362	0.00116668	0.00302652	0.00435951	0.0125749	0.0116519	0.0073949	0.00472347	0.00507883	0.0276622	7.00368e-05	0.00712099	0.00128247	0.00831819	0.00153485	0.00667785	0.000736716	0.000567022	0.0147529	0.0252623	0.0221858	0.0136345	0.0260991	0.00912217	0.0146334	0.0155122	0.010846	0.0841415	0.00453919	0.00824324	0.028303	0.672784	1.13634	1.763202	0.2367982	0.195552	0.451177	0.780122	1.28185	2.21642	5.11372	1.179996	0.1343001	0.2466925	0.0243837	0.00535895	0.0067211	0.0416283	0.0557477	0.00265076	0.00687644	0.00990506	0.028571	0.0264738	0.0168017	0.010732	0.0115394	0.0628502	0.000159128	0.0161793	0.00291385	0.0188994	0.00348727	0.0151725	0.00167386	0.00128831	0.0335195	0.0573975	0.0504075	0.0309784	0.0592987	0.0207261	0.0332479	0.0352446	0.0246428	0.191175	0.0103133	0.0187291	0.0643061	0.576095	0.423905	0.5760949	0.4401292
7164	-41.97825	-87.03999	45.06174	0.00593734	0.0399152	0.0105085	0.0155413	0.00421142	0.0253666	0.0138451	0.0263121	0.00706253	0.0211702	0.00178254	0.00059036	0.0274212	0.0500901	0.00568423	0.0249024	0.000562746	0.00176544	0.00911435	0.0171016	0.00675367	0.0256125	0.0368278	0.00768801	0.018529	0.0270965	0.0615068	0.00858345	0.0276867	0.0232042	0.0171482	0.0734564	0.0162379	0.0196147	0.00114289	0.0618043	1.39091	1.942637	0.05736297	0.427313	0.660563	0.878651	1.13811	1.51386	2.3402	0.6147805	0.0295284	0.01851428	0.00873171	0.0587011	0.0154543	0.0228557	0.00619351	0.0373053	0.0203612	0.0386957	0.0103865	0.0311339	0.00262148	0.00086821	0.0403269	0.0736647	0.00835948	0.0366226	0.000827599	0.00259633	0.013404	0.0251503	0.00993224	0.037667	0.0541606	0.0113063	0.0272496	0.0398493	0.0904547	0.0126232	0.0407173	0.0341251	0.0252189	0.108028	0.0238802	0.0288463	0.00168079	0.688649	0.311351	0.6886493	0.6799739
7200	-54.91987	-97.61824	42.69837	0.0476451	0.00679137	0.0243389	0.0290255	0.00392127	0.029725	0.0238128	0.0911	0.102851	0.00758974	0.024364	0.000348305	0.0816419	0.126269	0.0135829	0.0271734	0.0563998	0.000896245	0.00140969	0.110293	0.005598	0.0306424	0.159508	0.0111148	0.147824	0.00256807	0.116702	0.11696	0.046549	0.0927552	0.0044268	0.0397083	0.0710566	0.0124372	0.00497549	0.312193	1.28659	1.391249	0.6087506	0.661632	0.81755	0.939087	1.06486	1.22317	1.51141	0.2986606	0.4375567	0.1011052	0.0284958	0.00406181	0.0145567	0.0173597	0.00234525	0.0177781	0.014242	0.0544855	0.0615135	0.0045393	0.0145717	0.000208316	0.0488288	0.0755197	0.0081237	0.016252	0.0337319	0.00053603	0.000843114	0.0659644	0.00334808	0.0183267	0.0953994	0.00664759	0.0884111	0.00153592	0.0697974	0.0699522	0.0278402	0.0554754	0.0026476	0.0237489	0.0424979	0.00743849	0.00297577	0.820805	0.179195	0.8208048	1.672005
7236	-51.01875	-94.83021	43.81146	0.000904097	0.00485107	0.000548387	0.00716133	0.0217004	4.09904e-05	0.0181424	0.000453366	0.00305497	0.000951366	0.00243504	0.002769	0.0100669	0.0299131	0.00798809	0.00834781	0.0270026	0.00203128	0.00295716	0.0181671	0.0100568	0.00317067	0.0194187	0.0167792	0.00857737	0.000726728	0.0111408	0.00419829	0.00766455	0.0144586	0.000212417	0.0277306	0.0161204	0.0197397	0.00212686	0.168591	1.34642	1.731219	0.2687809	0.199861	0.455999	0.782714	1.27761	2.19299	5.00347	1.164236	0.1552553	0.05217271	0.0027264	0.0146289	0.00165372	0.0215958	0.0654399	0.000123611	0.0547103	0.00136717	0.00921259	0.00286895	0.00734312	0.00835022	0.0303578	0.0902063	0.024089	0.0251737	0.0814294	0.00612553	0.00891763	0.0547849	0.0303272	0.0095615	0.0585591	0.0505996	0.025866	0.00219153	0.0335963	0.0126604	0.0231133	0.0436013	0.000640567	0.0836246	0.0486128	0.0595272	0.00641377	0.906581	0.0934195	0.9065805	0.331608
7272	-43.46596	-87.71585	44.24989	0.0042184	0.0319392	0.00817612	0.00803572	0.0325057	1.43876e-06	0.0189528	0.00358723	0.011314	0.0133191	0.00159227	0.0275467	0.0113639	0.0367699	0.0165973	0.00615549	0.00377046	0.00520178	0.0011691	0.000516917	0.0117895	0.000450056	0.00494612	0.00264917	0.0112758	0.000334729	6.34695e-05	0.00978033	0.0360339	0.00333405	0.0372682	0.0203592	0.00568121	0.00461476	0.0138841	0.17259	1.34475	1.720239	0.2797606	0.355682	0.60402	0.854461	1.17033	1.65557	2.8115	0.7474499	0.1626289	0.05347616	0.0104107	0.0788237	0.0201781	0.0198316	0.0802218	3.55076e-06	0.0467742	0.00885302	0.027922	0.0328706	0.0039296	0.0679832	0.0280453	0.0907455	0.0409611	0.0151913	0.00930521	0.0128376	0.00288526	0.00127571	0.0290957	0.00111071	0.0122067	0.00653797	0.0278279	0.000826087	0.000156638	0.0241372	0.0889291	0.0082282	0.0919752	0.0502451	0.0140208	0.0113889	0.0342649	0.856975	0.143025	0.8569755	0.4051982
7308	-44.14894	-88.04575	43.89682	0.00119829	0.00667488	0.00398946	0.0142741	0.00335195	2.38611e-05	0.00821471	0.00280258	0.0121953	0.0098995	0.00327945	0.00236566	0.00302317	0.0236182	0.0041402	0.0146152	0.0106709	0.0140202	0.00985382	0.0146872	0.000796028	0.00589926	0.00594811	0.0188249	0.000806281	0.000506581	0.0140111	0.00281259	0.00714731	0.00810846	0.000503556	0.00330342	0.017138	0.00840288	0.028762	0.0175887	1.40934	1.700331	0.2996694	0.29164	0.548283	0.829038	1.20622	1.82388	3.42888	0.8909906	0.1762419	0.005200038	0.00419175	0.0233494	0.0139555	0.0499322	0.0117255	8.34686e-05	0.0287359	0.0098037	0.0426605	0.0346295	0.0114718	0.00827534	0.0105754	0.0826189	0.0144828	0.0511254	0.037328	0.0490442	0.0344697	0.0513775	0.00278459	0.0206362	0.0208071	0.0658516	0.00282045	0.00177207	0.0490123	0.00983874	0.025002	0.0283643	0.00176149	0.0115557	0.0599503	0.0293942	0.100612	0.801252	0.198748	0.8012515	0.2858692
7344	-45.5339	-88.96039	43.42649	0.00796085	0.0309637	0.013342	0.0281549	0.0214928	0.0112915	0.0136316	0.014053	0.010111	0.0331661	0.00653738	0.000963877	0.0227897	0.0237452	0.0351238	0.00214494	0.0278419	0.00189919	0.0276867	0.0165388	0.0129868	0.0464536	0.0157829	0.013145	0.0523184	0.061776	0.0286678	0.0186856	0.0381112	0.0206755	0.00671999	0.01886	0.0269255	0.00341043	0.0155221	0.485201	1.2145	1.541801	0.4581988	0.395717	0.636273	0.868441	1.15149	1.57165	2.52706	0.6703259	0.2971841	0.1664613	0.010913	0.0424463	0.0182898	0.0385958	0.0294632	0.0154788	0.0186867	0.0192644	0.0138606	0.0454654	0.00896169	0.00132132	0.031241	0.0325508	0.0481491	0.00294036	0.0381668	0.00260349	0.0379541	0.022672	0.0178028	0.0636804	0.0216358	0.0180197	0.0717202	0.084685	0.0392989	0.025615	0.0522444	0.0283428	0.00921202	0.0258541	0.0369106	0.00467515	0.0212783	0.870524	0.129476	0.8705244	0.7294801
7380	-43.68037	-88.26318	44.58281	0.0323277	0.014809	0.00023892	0.00513428	0.0437156	0.0140139	0.00198212	0.0198273	0.00427881	0.0156416	0.0011528	0.00225614	0.0233794	0.0185182	0.00378882	0.0043546	0.00912908	0.0132892	0.00990187	0.00538387	0.0113856	0.0182015	0.016788	0.00769557	0.0223979	0.0343042	0.0104777	0.0196915	0.0165057	0.0248124	0.00533033	0.00617501	0.0113202	0.0221692	0.00706812	0.0839222	1.3817	1.669679	0.3303211	0.534638	0.736841	0.909124	1.09996	1.35714	1.87043	0.452761	0.1978351	0.02530768	0.0677096	0.0310171	0.000500412	0.0107536	0.0915613	0.0293517	0.0041515	0.0415279	0.00896188	0.0327611	0.00241452	0.00472544	0.0489676	0.0387859	0.0079356	0.00912061	0.0191207	0.0278339	0.0207393	0.0112764	0.023847	0.0381227	0.035162	0.0161182	0.0469118	0.0718495	0.0219453	0.0412434	0.0345708	0.051969	0.0111643	0.0129334	0.0237098	0.0464329	0.014804	0.716027	0.283973	0.7160274	0.4774461
7416	-49.093	-91.43426	42.34126	0.00852451	0.0245498	0.00141821	0.00619017	0.0204533	0.0157985	0.0016218	0.00925697	0.00565015	0.0200237	0.00794201	0.00279995	0.0141825	0.0161503	0.00173579	0.000386688	0.0361807	0.00265869	0.0135016	0.000833981	0.00418107	0.00451177	0.00421671	0.00689786	0.0265675	0.0118269	0.0246532	0.0328258	0.0478823	0.00303365	0.00748569	0.0341421	0.00755841	0.031598	0.00966166	0.944495	1.02313	1.18261	0.8173903	0.431556	0.663753	0.879973	1.1364	1.50658	2.3172	0.6076368	0.691175	0.384644	0.0182576	0.0525802	0.00303749	0.013258	0.0438065	0.0338369	0.00347354	0.0198264	0.0121014	0.0428864	0.01701	0.00599687	0.0303757	0.0345904	0.00371767	0.000828199	0.0774911	0.00569432	0.0289175	0.0017862	0.00895492	0.00966321	0.00903124	0.0147737	0.0569016	0.0253305	0.0528017	0.0703056	0.102553	0.0064974	0.0160327	0.0731247	0.0161884	0.0676759	0.0206931	0.849004	0.150996	0.8490037	0.4669021
7452	-46.7371	-89.90992	43.17282	0.0105906	0.0526869	0.00533793	0.0271134	0.00599109	0.0117633	1.75264e-05	0.0130513	0.025126	0.0533156	0.00382281	0.00633036	0.0153689	0.0906173	0.00717332	0.00222063	0.0127998	0.0416621	0.0115007	0.00455513	0.0284281	0.0153769	0.00336186	0.00646072	0.0293359	0.0119635	0.018892	0.0474269	0.0356829	0.020134	0.00863333	0.0323284	0.0386412	0.0050704	0.0280014	0.988075	1.00497	1.574976	0.4250241	0.582367	0.768221	0.92103	1.08574	1.30171	1.71713	0.3909302	0.2698607	0.4096626	0.0144922	0.0720965	0.00730441	0.0371018	0.00819819	0.0160969	2.39831e-05	0.0178594	0.0343823	0.0729568	0.00523112	0.00866245	0.0210308	0.124	0.00981594	0.0030387	0.0175152	0.0570103	0.0157375	0.00623322	0.0389009	0.0210417	0.00460036	0.00884083	0.0401431	0.0163708	0.0258518	0.0648988	0.0488283	0.0275513	0.0118138	0.0442381	0.0528765	0.00693831	0.038317	0.853281	0.146719	0.8532814	0.7307823
7488	-44.23403	-88.16622	43.93219	0.0245897	0.0392426	0.00346682	0.00176766	0.000692736	0.00565144	0.00550974	0.00618305	0.00284951	0.0194045	0.0139188	0.00398535	0.0256854	0.0185438	0.00680436	0.00946895	0.00777814	0.0013093	0.0140141	0.0282042	0.0325003	0.0259681	0.0114829	0.0260866	0.0464188	0.014909	0.000298891	0.00600512	0.0133855	0.022157	0.00357587	0.0043632	0.0762373	0.0416545	0.0236571	0.529779	1.19593	1.705329	0.2946714	0.490734	0.706683	0.897348	1.11439	1.41506	2.03776	0.5147192	0.1727945	0.1845776	0.0418355	0.0667653	0.00589826	0.0030074	0.00117858	0.00961505	0.00937396	0.0105195	0.00484801	0.0330137	0.0236808	0.00678045	0.0436996	0.0315495	0.0115766	0.01611	0.0132333	0.00222757	0.0238428	0.0479851	0.0552942	0.0441807	0.0195363	0.0443823	0.0789745	0.0253654	0.000508516	0.0102168	0.0227733	0.0376967	0.0060838	0.00742331	0.129706	0.0708686	0.0402489	0.744178	0.255822	0.7441781	0.5877703
7524	-51.95569	-95.78351	43.82782	0.0164943	0.0721812	0.00897108	0.0045619	0.00840927	0.00839447	0.0214346	0.00297642	0.0155202	0.0398059	0.0211844	0.0204527	0.0102001	0.0224537	0.0182299	0.00553905	0.0287048	0.0322943	0.0128035	0.0338664	0.0513471	0.0388758	0.00762448	0.0170317	0.0982499	0.059039	0.0199716	0.00455402	0.0319618	0.039099	0.0260444	0.0783153	0.0893878	0.00714937	0.00141912	0.522217	1.19908	1.655504	0.344496	0.705395	0.84349	0.948284	1.05454	1.18555	1.41764	0.2523488	0.2080913	0.1814648	0.0169251	0.0740663	0.00920537	0.00468104	0.00862889	0.0086137	0.0219944	0.00305415	0.0159256	0.0408454	0.0217376	0.0209869	0.0104665	0.0230401	0.018706	0.00568371	0.0294545	0.0331377	0.0131378	0.0347509	0.0526881	0.0398911	0.00782361	0.0174765	0.100816	0.0605809	0.0204931	0.00467295	0.0327965	0.0401201	0.0267245	0.0803606	0.0917223	0.00733608	0.00145618	0.692656	0.307344	0.6926563	0.9745486
7560	-45.83112	-89.38001	43.54889	0.00515896	0.0301646	0.0151511	0.00915893	0.00199614	0.0448506	0.0157299	0.000334095	0.00158266	0.0507001	0.00359159	0.0106379	0.0526279	0.0488665	0.00266111	0.0139145	0.0236047	0.0113929	0.000228438	0.00666594	0.0335059	0.019878	0.0181514	0.0233696	0.0672273	0.00781851	0.0162304	0.013516	0.0544323	0.0335597	0.094845	0.00485034	0.000864259	0.0804715	0.00149951	0.66449	1.1398	1.62811	0.37189	0.549638	0.746852	0.91296	1.09534	1.33895	1.81938	0.4327537	0.2284182	0.2429128	0.00629726	0.0368203	0.0184942	0.0111798	0.00243658	0.0547467	0.0192007	0.000407812	0.00193187	0.0618869	0.00438406	0.0129851	0.0642401	0.0596486	0.00324827	0.0169847	0.028813	0.0139067	0.000278842	0.00813675	0.0408989	0.024264	0.0221565	0.028526	0.0820607	0.00954364	0.0198116	0.0164983	0.0664426	0.0409645	0.115772	0.00592055	0.00105495	0.0982273	0.00183037	0.619688	0.380312	0.6196884	0.8192384
7596	-52.13481	-94.60203	42.46721	0.00795576	0.028247	0.0248726	0.0205518	0.0503863	0.00225842	0.0158531	0.00600132	0.000965661	0.0952352	0.00455765	0.0381409	0.0582761	0.0541838	0.01991	0.00456543	0.0213739	0.00257064	0.00318498	0.00551319	0.00138186	0.0107014	0.00774329	0.00692186	0.0236624	0.00100636	0.00952467	0.00972214	0.0868322	0.0394103	0.0690126	0.00490907	0.0434441	0.0161007	0.0144842	0.512936	1.20294	0.9817893	1.018211	0.52114	0.72771	0.905594	1.10425	1.37417	1.91887	0.4712497	1.037097	0.1776669	0.00982846	0.0348961	0.0307274	0.0253895	0.0622467	0.00279003	0.0195847	0.00741398	0.00119297	0.117653	0.00563048	0.0471188	0.0719937	0.0669382	0.0245966	0.00564008	0.0264051	0.00317575	0.00393469	0.00681094	0.00170713	0.0132204	0.00956598	0.0085512	0.0292323	0.00124324	0.0117667	0.0120106	0.107272	0.0486871	0.0852575	0.00606462	0.0536704	0.0198906	0.0178936	0.811741	0.188259	0.8117407	0.8094609
7632	-42.57284	-88.03928	45.46644	0.0588345	0.010862	0.00411755	0.00368205	0.0318601	0.0187191	0.00395763	0.00143549	0.0100951	0.0350197	0.00297235	0.0315642	0.00345958	0.0217691	0.0117948	0.000157685	0.0322322	0.00527432	0.00651646	0.0633129	0.00430712	0.0451124	0.00309105	0.0191294	0.0208116	0.0195628	0.0213969	0.00339824	0.0609052	0.0128497	0.0516523	0.00411178	0.00939976	0.0119519	0.00452433	0.0928984	1.37796	1.895798	0.1042016	0.895595	0.947643	0.983362	1.01692	1.05525	1.11658	0.07973087	0.05496447	0.02809058	0.0905367	0.0167148	0.00633624	0.00566607	0.0490276	0.0288057	0.00609015	0.00220899	0.0155347	0.0538897	0.00457396	0.0485722	0.00532372	0.0334991	0.0181503	0.000242651	0.0496001	0.00811632	0.0100278	0.0974282	0.00662796	0.0694207	0.00475661	0.029437	0.0320256	0.030104	0.0329264	0.00522934	0.0937232	0.0197736	0.0794845	0.00632736	0.0144647	0.018392	0.00696221	0.44525	0.55475	0.4452501	0.6498414
7668	-49.93436	-94.36377	44.42941	0.00106652	0.0396099	0.032895	0.0160224	0.0256462	0.00301802	0.0115971	0.00521627	0.0018628	0.0221327	0.0106299	0.00043913	0.02044	0.0457903	0.00702159	0.00450313	0.00353528	0.00199335	0.00514506	0.0134576	0.0231815	0.00311179	0.0228081	0.0175757	0.022935	0.00114652	0.000451705	0.0133811	0.0253162	0.0197407	0.00249509	0.0381951	0.0260845	0.0172661	0.0025838	0.391093	1.25371	1.889597	0.1104031	0.39057	0.632223	0.866713	1.15378	1.58172	2.56036	0.6797917	0.05842679	0.1299783	0.00209822	0.0779269	0.0647164	0.0315218	0.0504554	0.00593753	0.0228156	0.0102623	0.00366479	0.043543	0.0209128	0.000863928	0.0402128	0.0900861	0.013814	0.00885927	0.00695518	0.00392164	0.0101222	0.0264759	0.0456064	0.00612202	0.0448718	0.0345778	0.0451214	0.00225562	0.000888667	0.0263255	0.0498062	0.0388372	0.00490875	0.0751435	0.0513176	0.0339687	0.00508326	0.733572	0.266428	0.7335718	0.5082952
7704	-53.51676	-97.82642	44.30967	0.00384444	0.0648929	0.000457227	0.00847827	0.0130617	0.00124849	0.00106738	0.039486	0.0180123	0.108613	0.0441362	0.0202999	0.0134163	0.0949476	0.0276355	0.0108957	0.0247302	0.0366103	0.0173576	0.0196963	0.0407984	0.00210649	0.00805342	0.0280273	0.0985611	0.0284526	0.00159861	0.132064	0.0440271	0.0545478	0.0669475	0.0378754	0.0313553	0.0171879	0.130882	0.136273	1.35989	1.737938	0.2620623	0.78657	0.88951	0.964131	1.0372	1.12421	1.27134	0.1735894	0.1507892	0.04175389	0.00297702	0.0502511	0.000354063	0.00656532	0.0101146	0.000966796	0.000826548	0.0305768	0.0139482	0.0841066	0.0341777	0.0157196	0.0103892	0.0735246	0.0214001	0.00843733	0.0191503	0.0283499	0.0134412	0.0152522	0.0315931	0.0016312	0.00623633	0.0217035	0.0763228	0.0220328	0.00123792	0.102267	0.0340932	0.0422402	0.0518422	0.0293296	0.0242806	0.0133098	0.101351	0.916284	0.0837164	0.9162836	1.291372
7740	-42.79246	-86.14293	43.35047	0.0017679	0.0586127	0.0033226	0.00652937	0.0108355	0.00458564	0.00480982	0.0271237	0.00714183	0.0385213	0.0354533	0.00461939	0.0176203	0.0400116	0.00347652	0.00681361	0.00247456	0.00704949	0.0306874	0.031019	0.0283882	0.00829557	0.0140074	0.0189602	0.0076666	0.0114717	0.0512454	0.0407085	0.028068	0.0672941	0.00225493	0.0182559	0.0185805	0.0178788	0.00532955	0.61804	1.15915	1.254894	0.745106	0.916705	0.958471	0.986854	1.01332	1.04333	1.09086	0.06288531	0.5937601	0.2221599	0.00259649	0.0860837	0.00487985	0.00958959	0.015914	0.00673486	0.00706411	0.0398361	0.0104891	0.0565757	0.0520697	0.00678444	0.0258787	0.0587645	0.00510592	0.0100071	0.00363435	0.0103535	0.0450702	0.0455572	0.0416933	0.0121836	0.0205724	0.0278466	0.0112598	0.0168483	0.0752633	0.0597879	0.0412231	0.0988339	0.00331178	0.0268122	0.027289	0.0262584	0.00782744	0.878925	0.121075	0.8789247	0.6808808
7776	-50.20685	-93.91911	43.71226	0.00482242	0.0145863	0.0142821	0.0234011	0.022652	0.00113144	0.00253053	0.00552124	0.0120317	0.0376762	0.010934	0.0133339	0.0054129	0.0175806	0.00433178	0.0144824	0.000371038	0.00494379	0.0129442	0.00668276	0.00519016	0.0134816	0.0033598	0.00439816	0.000801841	0.0050938	0.0133489	0.0171986	0.0182201	0.00524178	0.000114606	0.0265759	0.0244374	0.00646042	0.0127563	0.343715	1.27345	1.562474	0.4375258	0.394058	0.634971	0.867886	1.15222	1.57488	2.53769	0.6733623	0.2800211	0.1124617	0.0124826	0.0377559	0.0369684	0.0605726	0.0586336	0.00292866	0.00655015	0.0142915	0.0311433	0.0975229	0.028302	0.0345141	0.014011	0.0455065	0.0112126	0.037487	0.000960412	0.0127967	0.0335054	0.017298	0.0134345	0.0348965	0.00869667	0.0113844	0.00207552	0.013185	0.034553	0.0445176	0.0471619	0.0135681	0.000296652	0.0687904	0.063255	0.0167225	0.0330189	0.989034	0.010966	0.989034	0.3863319
7812	-44.60747	-89.45322	44.84576	0.0287504	0.000165198	0.0361843	0.0331127	0.0235202	0.0418962	0.000974311	0.0281129	0.017598	0.0120495	0.00762802	0.0445232	0.0296309	0.0625503	0.00299712	0.00608928	0.0495447	0.0214149	0.0136349	0.0267221	0.058216	0.0287141	0.0367346	0.0298352	0.00131112	0.0384389	0.0512036	0.0454469	0.0220447	0.0506547	0.00240033	0.00386304	0.00369177	0.0845324	0.00832588	0.0213351	1.40778	1.903989	0.09601133	0.59017	0.773223	0.922897	1.08354	1.29329	1.69443	0.3813064	0.05042642	0.006314651	0.0301837	0.000173434	0.0379883	0.0347636	0.0246928	0.043985	0.00102288	0.0295144	0.0184754	0.0126502	0.00800832	0.0467429	0.0311082	0.0656687	0.00314654	0.00639287	0.0520148	0.0224825	0.0143146	0.0280543	0.0611184	0.0301457	0.038566	0.0313227	0.00137649	0.0403553	0.0537564	0.0477126	0.0231437	0.0531801	0.00252	0.00405563	0.00387582	0.0887468	0.00874097	0.98438	0.01562	0.98438	0.9525124
7848	-44.96862	-89.48244	44.51381	0.014736	0.0135535	0.00652571	0.00145193	0.00126445	0.0113288	0.00121956	0.000430999	0.00483589	0.00161059	0.00356809	8.26383e-05	0.0100623	0.0116179	0.000839959	0.000525878	0.0203503	0.00447609	0.00837564	0.00928223	0.00162047	0.000999483	0.00399819	0.00279409	0.0049652	0.0037183	0.00122381	0.0280826	0.0110522	0.00309326	0.00442602	0.01207	0.0003857	0.00330332	0.000814369	0.0662815	1.38905	1.911411	0.08858942	0.311223	0.565939	0.837276	1.19435	1.76697	3.21313	0.8439995	0.04634767	0.01988216	0.0706135	0.0649472	0.0312705	0.0069575	0.00605913	0.0542866	0.00584403	0.00206531	0.0231731	0.00771779	0.0170979	0.000395994	0.0482177	0.0556718	0.004025	0.00251995	0.0975166	0.021449	0.0401352	0.0444795	0.00776515	0.00478942	0.0191589	0.013389	0.0237927	0.0178177	0.00586438	0.134569	0.052961	0.0148226	0.021209	0.0578381	0.00184823	0.0158292	0.00390237	0.234478	0.765522	0.2344776	0.2086855
